seq_rep	seq_member	antigen_member	pdb_member
seq_442	seq_442	human_t-cell_receptor_beta_chain_trbc2	7amr
seq_442	seq_501	human_a6_t-cell_receptor_beta_chain_trbc1	7amq
seq_444	seq_444	gp41_helix	4khx
seq_446	seq_446	spike_protein_s1	7dk2
seq_447	seq_447	reticulocyte_binding_protein_2b	6wty
seq_449	seq_157	gremlin-1	8b7h
seq_449	seq_312	spike_glycoprotein	8dm3
seq_449	seq_335	spike_glycoprotein	7sj0
seq_449	seq_449	spike_glycoprotein	7cws
seq_449	seq_490	hepatocyte_growth_factor_receptor	5lsp
seq_449	seq_797	spike_glycoprotein	7lab
seq_449	seq_838	thrombin_heavy_chain	5e8e
seq_450	seq_94	ephrin_type-a_receptor_2	8tv1
seq_450	seq_450	rhodopsin_kinase_grk1	7mtb
seq_450	seq_738	putative_cell_surface_polysaccharide_polymerase/ligase	7tpg
seq_450	seq_783	phosphatidylcholine_translocator_abcb4	7niw
seq_450	seq_892	histone_chaperone_asf1	5eii
seq_451	seq_451	tissue_factor	1jps
seq_452	seq_417	spike_glycoprotein	7chh
seq_452	seq_452	368-2_h	7e8c
seq_453	seq_453	surface_glycoprotein	7ps2
seq_454	seq_110	spike_protein	8r9y
seq_454	seq_299	gametocyte_surface_protein_p230	7uvs
seq_454	seq_454	gastric_inhibitory_polypeptide_receptor	4hj0
seq_455	seq_455	activin_receptor_type-2a	5nh3
seq_457	seq_457	hemagglutinin_ha2	4hg4
seq_458	seq_458	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	6mvl
seq_461	seq_461	s_protein	4zs6
seq_462	seq_462	interferon_alpha-2	4z5r
seq_464	seq_464	protein_jagged-1	5bo1
seq_467	seq_467	spike_glycoprotein	7fjo
seq_468	seq_468	major_capsid_protein	6n8d
seq_470	seq_470	h(+)/cl(-)_exchange_transporter_clca	2fed
seq_472	seq_472	neuraminidase	6lxj
seq_475	seq_475	myeloid-derived_growth_factor	6svl
seq_477	seq_477	c-x-c_motif_chemokine_3	6wzk
seq_480	seq_480	maltose-binding_periplasmic_protein	5bjz
seq_480	seq_796	maltose_binding_protein	5bk1
seq_481	seq_481	spike_protein_s1	7si2
seq_481	seq_516	spike_glycoprotein	7wwm
seq_481	seq_858	rsv_fusion_glycoprotein	6dc3
seq_483	seq_7	enterotoxin_type_b	8ykt
seq_483	seq_40	non-structural_protein_1	8jqn
seq_483	seq_55	spike_protein_s1	8s6m
seq_483	seq_56	spike_glycoprotein	9au2
seq_483	seq_89	spike_protein_s1	8xse
seq_483	seq_113	glycoprotein_c	8wsu
seq_483	seq_128	spike_protein_s1	8f2x
seq_483	seq_148	spike_protein_s1	8cbd
seq_483	seq_149	spike_protein_s1	8cbe
seq_483	seq_173	spike_glycoprotein	7ukl
seq_483	seq_188	spike_glycoprotein	8h7l
seq_483	seq_218	spike_protein_s1	8j1q
seq_483	seq_235	spike_glycoprotein	8h07
seq_483	seq_267	spike_protein_s1	8bcz
seq_483	seq_281	spike_glycoprotein	7u0x
seq_483	seq_283	spike_glycoprotein	7xcz
seq_483	seq_305	spike_protein_s1	7yck
seq_483	seq_324	spike_glycoprotein	7x90
seq_483	seq_381	spike_glycoprotein	7cwn
seq_483	seq_401	neuraminidase	6pzw
seq_483	seq_460	spike_glycoprotein	7czu
seq_483	seq_483	spike_glycoprotein	7k8s
seq_483	seq_496	genome_polyprotein	6kyz
seq_483	seq_520	spike_glycoprotein	7tcc
seq_483	seq_540	spike_glycoprotein	7tb8
seq_483	seq_543	tumor_necrosis_factor	5yoy
seq_483	seq_626	reticulocyte_binding_protein_2b	6wm9
seq_483	seq_700	spike_glycoprotein	7kqb
seq_483	seq_824	spike_protein_s1	7n4l
seq_483	seq_831	envelope_protein	7bpk
seq_483	seq_842	hemagglutinin	6ii4
seq_483	seq_845	spike_glycoprotein	7eng
seq_483	seq_885	spike_glycoprotein	2ghw
seq_483	seq_909	spike_glycoprotein	7n62
seq_487	seq_487	gtpase_hras	2vh5
seq_488	seq_488	interleukin-1_beta	7chz
seq_491	seq_491	two_pore_calcium_channel_protein_1	6e1k
seq_502	seq_502	tumor_necrosis_factor_receptor_superfamily_member_5	6pe9
seq_503	seq_130	bcl-2_homologous_antagonist/killer	8uky
seq_503	seq_503	proprotein_convertase_subtilisin/kexin_type_9	6u36
seq_506	seq_506	arginase-1	7lf2
seq_507	seq_507	glycoprotein_gp41	6cdi
seq_508	seq_508	env	6plk
seq_509	seq_509	voltage-sensor_containing_phosphatase	4g80
seq_513	seq_513	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_514	seq_514	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_515	seq_515	25_kda_ookinete_surface_antigen	6phf
seq_523	seq_479	arginase-1	7ley
seq_523	seq_523	hemagglutinin	7kqh
seq_523	seq_722	spike_glycoprotein	7xic
seq_526	seq_526	toxin_b	5vqm
seq_528	seq_528	triggering_receptor_expressed_on_myeloid_cells_2	6ymq
seq_532	seq_532	neuraminidase	6v4o
seq_533	seq_533	disintegrin_and_metalloproteinase_domain-containing_protein10_	5l0q
seq_535	seq_279	t18.1_major_pilin_backbone_protein_t-antigen	8f5n
seq_535	seq_535	programmed_cell_death_protein_1	5ggs
seq_538	seq_538	bone_morphogenetic_protein_receptor_type-1a	3nh7
seq_539	seq_539	reticulocyte_binding_protein_2b	6wn1
seq_541	seq_541	spike_glycoprotein	7m6i
seq_544	seq_41	butyrophilin_subfamily_2_member_a1	8vc7
seq_544	seq_544	antigen_asf1p	4rrp
seq_546	seq_46	hemagglutinin	8uzc
seq_546	seq_546	hemagglutinin	6xpz
seq_546	seq_617	growth/differentiation_factor_8	6umx
seq_548	seq_548	hemagglutinin_ha1	5ugy
seq_549	seq_549	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_550	seq_550	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_551	seq_551	envelope_glycoprotein_b	6vn1
seq_552	seq_552	plasma_kallikrein	4ogx
seq_553	seq_553	tumor_necrosis_factor_receptor_superfamily_member_5	6pe8
seq_554	seq_554	programmed_cell_death_1_ligand_1	5ggt
seq_557	seq_557	frizzled-7	6o3b
seq_558	seq_558	iron-regulated_heme-iron_binding_protein	6p9h
seq_560	seq_560	mers-cov_rbd	5yy5
seq_561	seq_561	signal-regulatory_protein_gamma	4i2x
seq_562	seq_562	spike_glycoprotein	7m6h
seq_563	seq_563	2-c-methyl-d-erythritol_2,4-cyclodiphosphate_synthase,envelope_glycoprotein_gp160_	5esv
seq_564	seq_564	serine_protease_hepsin	3t2n
seq_567	seq_567	hiv-1_gp120_envelope_glycoprotein	3jwo
seq_568	seq_568	fusion_glycoprotein_f1,fibritin	7mmn
seq_572	seq_572	epidermal_growth_factor_receptor	3p0y
seq_574	seq_179	t-cell_immunoreceptor_with_ig_and_itim_domains	8szy
seq_574	seq_574	leukocyte_surface_antigen_cd47	5tzt
seq_576	seq_576	receptor_binding_protein	6vy5
seq_577	seq_577	pf48/45	6e63
seq_578	seq_578	fibroblast_growth_factor_receptor_2	4wv1
seq_579	seq_579	beta-klotho	5wi9
seq_580	seq_580	low_affinity_immunoglobulin_gamma_fc_region_receptor_iii-a	7seg
seq_581	seq_182	glycoprotein	8awm
seq_581	seq_198	circumsporozoite_protein	8dyy
seq_581	seq_300	gametocyte_surface_protein_p45/48	7uxl
seq_581	seq_326	spike_glycoprotein	7x92
seq_581	seq_581	programmed_cell_death_protein_1	5ggr
seq_581	seq_662	spike_glycoprotein	7l2f
seq_583	seq_583	serum_albumin	6m58
seq_586	seq_586	ige	6uqr
seq_587	seq_587	spike_glycoprotein	7uar
seq_589	seq_589	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydk
seq_591	seq_591	cytotoxic_t-lymphocyte_protein_4	7su0
seq_592	seq_592	ig_epsilon_chain_c_region	5anm
seq_593	seq_593	frizzled-7	6o3a
seq_594	seq_594	hemagglutinin_ha2_chain	7t3d
seq_595	seq_57	envelope_glycoprotein_e	8v5l
seq_595	seq_380	hemagglutinin_ha1	5w08
seq_595	seq_595	spike_glycoprotein	7czy
seq_595	seq_704	glycoprotein_120	7rdw
seq_596	seq_596	spike_glycoprotein	7r7n
seq_597	seq_597	spike_glycoprotein	7lcn
seq_600	seq_600	cd40_ligand	1i9r
seq_601	seq_601	clade_a/e_93th057_hiv-1_gp120_core	5f9w
seq_604	seq_604	spike_protein_s1	7dx4
seq_605	seq_605	spike_glycoprotein	7l2c
seq_606	seq_606	lymphocyte_activation_gene_3_protein	7tzh
seq_609	seq_545	protein_l	1hez
seq_609	seq_609	immunoglobulin_g_binding_protein_a	1dee
seq_611	seq_611	phosphate-binding_protein_psts_1	7dm2
seq_612	seq_612	apolipoprotein_l2	7lf8
seq_614	seq_614	virion_spike_glycoprotein	7kej
seq_615	seq_615	alpha-hemolysin	4idj
seq_616	seq_19	neuraminidase	8z4e
seq_616	seq_616	neuraminidase	6q1z
seq_616	seq_785	neuraminidase	6q20
seq_618	seq_618	proprotein_convertase_subtilisin/kexin_type_9	5vl7
seq_619	seq_619	insulin-like_growth_factor_ii	3kr3
seq_620	seq_620	interleukin-12_subunit_beta	3hmx
seq_621	seq_621	spike_glycoprotein	7ljr
seq_621	seq_904	interleukin-2_receptor_subunit_alpha	7f9w
seq_624	seq_624	spike_glycoprotein	7tat
seq_628	seq_628	interleukin-34	4dkf
seq_629	seq_629	receptor_tyrosine-protein_kinase_erbb-2	3wsq
seq_631	seq_327	spike_protein_s1	8dw9
seq_631	seq_631	genome_polyprotein	6kz0
seq_632	seq_632	hepatocyte_growth_factor_receptor	6wvz
seq_632	seq_676	interleukin_15	2xqb
seq_634	seq_634	major_capsid_protein	6n81
seq_635	seq_635	envelope_glycoprotein_gp120	7ll1
seq_636	seq_636	der_p_2_variant_3	7mlh
seq_637	seq_637	neurogenic_locus_notch_homolog_protein_3	5czx
seq_639	seq_639	reticulocyte_binding_protein_2b	6woz
seq_640	seq_640	envelope_protein_e	7lsf
seq_642	seq_642	tumor_necrosis_factor_alpha	5wux
seq_643	seq_643	hepatocyte_growth_factor_activator_long_chain	2wub
seq_646	seq_275	programmed_cell_death_protein_1	7wsl
seq_646	seq_466	interleukin-2	6ye3
seq_646	seq_646	programmed_cell_death_protein_1	6jjp
seq_647	seq_647	erythropoietin_receptor	4y5v
seq_647	seq_868	erythropoietin_receptor	4y5y
seq_648	seq_648	spike_glycoprotein	7k8z
seq_649	seq_17	envelope_protein	8y3i
seq_649	seq_140	spike_protein_s1	8sis
seq_649	seq_363	spike_protein_s1	7fjc
seq_649	seq_370	spike_protein_s1	7t7b
seq_649	seq_649	spike_glycoprotein_e2	7sfw
seq_650	seq_650	programmed_cell_death_1_ligand_1	5grj
seq_651	seq_651	envelope_glycoprotein_gp160	5t3z
seq_652	seq_652	spike_glycoprotein,fibritin	7zrc
seq_653	seq_653	c-c_motif_chemokine_17	5wk3
seq_654	seq_654	programmed_cell_death_1_ligand_1	5x8l
seq_655	seq_655	spike_protein_s1	7l5b
seq_657	seq_657	linear_di-ubiquitin	3u30
seq_659	seq_659	s2_1.2	6xxv
seq_660	seq_660	hepatitis_a_virus_cellular_receptor_2	6txz
seq_661	seq_661	hemagglutinin	6xq2
seq_663	seq_663	hemagglutinin_ha1_chain	6mlm
seq_664	seq_664	interleukin-17a	7wkx
seq_664	seq_746	apolipoprotein_l1	7lfb
seq_667	seq_667	lymphotoxin-alpha	4mxw
seq_668	seq_668	hemagglutinin	7kqg
seq_669	seq_669	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nmu
seq_670	seq_92	pro-secreted_protein_orf2	8pmz
seq_670	seq_670	genome_polyprotein	7bu8
seq_673	seq_673	spike_glycoprotein	7bep
seq_674	seq_674	envelope_glycoprotein_gp120	7kde
seq_678	seq_171	spike_protein_s1	8eqf
seq_678	seq_499	spike_glycoprotein	7pnm
seq_678	seq_678	interleukin-1_beta	4g6j
seq_679	seq_679	envelope_glycoprotein_gp160	2qad
seq_680	seq_680	imv_membrane_protein	5usl
seq_681	seq_681	spike_protein_s1	7wi0
seq_684	seq_684	vascular_endothelial_growth_factor_a	2fjh
seq_684	seq_807	chloroquine_resistance_transporter	6ukj
seq_687	seq_687	interleukin-34	4dke
seq_688	seq_194	sars-cov2_trimeric_spike_in_1-up_conformation_in_complexwith_three_fab47_	8a95
seq_688	seq_688	dh1042_light_chain	7tht
seq_690	seq_690	sonic_hedgehog_protein	3mxw
seq_691	seq_691	maltose-binding_periplasmic_protein	5bk2
seq_691	seq_865	maltose-binding_periplasmic_protein	3pgf
seq_692	seq_692	programmed_cell_death_protein_1	7e9b
seq_692	seq_741	programmed_cell_death_protein_1	7cu5
seq_693	seq_693	tumor_necrosis_factor_receptor_superfamily_member_10bprecursor_	2h9g
seq_694	seq_694	tumor_necrosis_factor_receptor_superfamily_member_9	6mi2
seq_694	seq_819	interleukin-13_receptor_subunit_alpha-1	4hwb
seq_697	seq_697	spike_glycoprotein	7k9z
seq_698	seq_698	zika_virus_envelope_protein_diii	5vig
seq_702	seq_702	spike_protein_s1	7fcp
seq_703	seq_703	spike_protein_s1	7fcp
seq_705	seq_705	spike_protein_s1	7vyr
seq_706	seq_227	cobalt/magnesium_transport_protein_cora	8slb
seq_706	seq_627	lipoprotein	4nnp
seq_706	seq_645	e3_sumo-protein_ligase_ranbp2	7mnl
seq_706	seq_706	nucleoprotein	5vkd
seq_707	seq_342	surface_glycoprotein	7wb5
seq_707	seq_536	complement_factor_d	4d9r
seq_707	seq_588	epithelial_cell_adhesion_molecule	6i07
seq_707	seq_665	vascular_endothelial_growth_factor_a	6bft
seq_707	seq_707	gdnf_family_receptor_alpha-like	6wmw
seq_708	seq_52	b-lymphocyte_antigen_cd20	8vgn
seq_708	seq_284	lysosome-associated_membrane_glycoprotein_1	8ath
seq_708	seq_358	bifunctional_hemolysin-adenylate_cyclase	7usl
seq_708	seq_685	natural_cytotoxicity_triggering_receptor_3_ligand_1	4zso
seq_708	seq_708	gdnf_family_receptor_alpha-like	6wmw
seq_708	seq_713	apolipoprotein_l1	7lfa
seq_709	seq_709	envelope_glycoprotein_gp140	6b0n
seq_710	seq_710	fusion_glycoprotein_f0,envelope_glycoprotein_fusion	6w16
seq_711	seq_711	spike_glycoprotein	7s0c
seq_712	seq_712	spike_glycoprotein	7coe
seq_714	seq_714	surface_glycoprotein	7ps5
seq_717	seq_329	spike_glycoprotein	8dxs
seq_717	seq_717	envelope_domain_iii	6ute
seq_718	seq_718	spike_protein_s1	7or9
seq_720	seq_610	interleukin-1_beta	7chy
seq_720	seq_720	hemagglutinin	5xhv
seq_721	seq_721	circumsporozoite_protein	7rxj
seq_725	seq_725	immunoglobulin_heavy_constant_epsilon	6eyo
seq_726	seq_726	cadherin-6	5veb
seq_728	seq_728	hiv-1_hxbc2_gp120_core	3idy
seq_729	seq_729	hemagglutinin	5a3i
seq_730	seq_730	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4yfl
seq_731	seq_731	voltage-sensor_containing_phosphatase	4g7v
seq_733	seq_733	surface_glycoprotein	7prz
seq_735	seq_735	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	7dha
seq_735	seq_782	spike_glycoprotein	7s0d
seq_736	seq_534	spike_glycoprotein	7kml
seq_736	seq_736	spike_glycoprotein	7klg
seq_739	seq_445	spike_glycoprotein	7ej4
seq_739	seq_469	spike_glycoprotein	7e5s
seq_739	seq_739	leukocyte_surface_antigen_cd47	5tzu
seq_744	seq_744	neurogenic_locus_notch_homolog_protein_3	5czv
seq_745	seq_745	envelope_glycoprotein_gp160	4ydi
seq_747	seq_747	clade_a/e_93th057_hiv-1_gp120_core	5te6
seq_748	seq_748	ecd	6o9h
seq_749	seq_749	envelope_glycoprotein_gp120	6utk
seq_751	seq_751	factor_h_binding_protein	7ket
seq_752	seq_752	circumsporozoite_protein	7rxl
seq_753	seq_753	hemagglutinin	6iuv
seq_754	seq_754	c-x-c_motif_chemokine_2	5ob5
seq_755	seq_755	receptor_tyrosine-protein_kinase_erbb-3	4p59
seq_756	seq_756	type_iii_secretion_system_protein	6cyf
seq_757	seq_757	leucine-rich_repeat_and_immunoglobulin-like_domain-containing_nogo_receptor-interacting_protein_1_	4oqt
seq_758	seq_758	receptor_binding_protein	6vy4
seq_759	seq_759	spike_glycoprotein,fibritin	7zr9
seq_761	seq_522	hemagglutinin	4yjz
seq_761	seq_761	capsid_protein_vp1	5kw9
seq_763	seq_169	spike_glycoprotein	8hgl
seq_763	seq_763	spike_glycoprotein	7ezv
seq_767	seq_767	tissue_factor	1uj3
seq_768	seq_768	coagulation_factor_xi	6aod
seq_770	seq_770	1fd6_16055_v1v2_scaffold	6was
seq_771	seq_771	proprotein_convertase_subtilisin/kexin_type_9	2xtj
seq_774	seq_774	neuropilin-2	2qqk
seq_776	seq_776	transmembrane_protein_gp41	2xra
seq_777	seq_777	proprotein_convertase_subtilisin/kexin_type_9	3sqo
seq_778	seq_778	iron-regulated_surface_determinant_protein_b	5d1x
seq_780	seq_780	interleukin-17f	6ppg
seq_781	seq_781	tumor_necrosis_factor_receptor_superfamily_member_5	6fax
seq_784	seq_784	coagulation_factor_xi	6hhc
seq_786	seq_786	93th057_hiv-1_gp120_core	5cd5
seq_790	seq_790	interleukin-23_subunit_p19	3d85
seq_792	seq_353	integrin_alpha-iib	7ubr
seq_792	seq_792	integrin_alpha4_subunit	4irz
seq_794	seq_794	hemagglutinin	6xpx
seq_799	seq_799	lipoprotein_gna1870	6h2y
seq_801	seq_346	spike_protein_s1	7y0c
seq_801	seq_801	vp1	7jie
seq_801	seq_806	beta-nerve_growth_factor	5jz7
seq_804	seq_804	programmed_cell_death_protein_1	6xkr
seq_809	seq_809	spike_protein_s1	7f15
seq_810	seq_426	integrin_alpha-l	3eob
seq_810	seq_810	angiopoietin-1_receptor	7e72
seq_811	seq_811	surface_glycoprotein	7ps4
seq_812	seq_812	spike_glycoprotein	7eya
seq_813	seq_813	platelet-derived_growth_factor_subunit_b	4qci
seq_815	seq_815	tumor_necrosis_factor	3wd5
seq_816	seq_816	atp-binding_cassette_sub-family_g_member_8	7jr7
seq_817	seq_817	spike_protein_s1	7mzm
seq_818	seq_818	vrc42_epitope_t117-f_scaffold	6mtq
seq_820	seq_820	dengue_1_envelope_diii_domain	5vic
seq_821	seq_821	gastric_inhibitory_polypeptide_receptor	6dkj
seq_822	seq_822	envelope_glycoprotein_d	3w9e
seq_823	seq_823	vitamin_k-dependent_protein_c_heavy_chain	6m3b
seq_825	seq_787	histone_chaperone_asf1	5uek
seq_825	seq_825	integrase	5eu7
seq_826	seq_826	clade_a/e_93th057_hiv-1_gp120_core	5f9o
seq_827	seq_827	beta-secretase_1	3r1g
seq_828	seq_828	envelope_glycoprotein_l	7m30
seq_830	seq_830	factor_h_binding_protein_variant_1.1	5o14
seq_832	seq_832	polcalcin_phl_p_7	5otj
seq_833	seq_833	circumsporozoite_protein	7rxp
seq_834	seq_530	spike_glycoprotein	7r40
seq_834	seq_732	low_affinity_immunoglobulin_gamma_fc_region_receptor_ii-b	5occ
seq_834	seq_834	interleukin-4_receptor_subunit_alpha	6wgl
seq_837	seq_773	envelope_glycoprotein_b	7kdd
seq_837	seq_837	envelope_glycoprotein_b	4ot1
seq_840	seq_840	interleukin-17a	5n7w
seq_843	seq_843	imv_membrane_protein	6b9j
seq_844	seq_844	coagulation_factor_ix	7ahv
seq_846	seq_846	ephrin_type-a_receptor_2	3skj
seq_847	seq_847	dipeptidase_3	6vgr
seq_848	seq_848	v1v2_region_of_hiv-1_on_1fd6_scaffold	3u4e
seq_852	seq_852	clade_a/e_93th057_hiv-1_gp120_core	4jb9
seq_855	seq_855	hepatocyte_growth_factor_activator	2r0k
seq_856	seq_459	hemagglutinin_ha2	5k9q
seq_856	seq_856	hemagglutinin	4fqj
seq_857	seq_67	t-cell_immunoglobulin_mucin_receptor_3	8tbb
seq_857	seq_857	hemagglutinin	6e56
seq_859	seq_859	icos_ligand	6x4t
seq_861	seq_861	interleukin-13	3g6d
seq_863	seq_863	receptor_tyrosine-protein_kinase_erbb-3	7d85
seq_864	seq_864	spike_glycoprotein	7k8x
seq_866	seq_337	envelope_glycoprotein_gp120	7ugq
seq_866	seq_677	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydl
seq_866	seq_866	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4xny
seq_867	seq_203	cytotoxic_t-lymphocyte_protein_4	5xj3
seq_867	seq_867	plasmodium_vivax_reticulocyte_binding_protein_2b	6wno
seq_867	seq_881	spike_protein_s1	7swp
seq_869	seq_869	frizzled-5	6o39
seq_870	seq_870	clade_a/e_93th057_hiv-1_gp120_core	6oej
seq_871	seq_699	spike_protein_s1	7e7x
seq_871	seq_829	human_factor_viii	1iqd
seq_871	seq_871	kelch-like_ech-associated_protein_1	5f72
seq_873	seq_49	spike_glycoprotein	8wyj
seq_873	seq_119	spike_protein_s1	8qrf
seq_873	seq_347	spike_protein_s1	7y0w
seq_873	seq_427	immunoglobulin_gamma-1_heavy_chain	5xmh
seq_873	seq_476	tumor_necrosis_factor_ligand_superfamily_member_13b	5y9j
seq_873	seq_478	envelope_glycoprotein_e2	4mwf
seq_873	seq_633	envelope_glycoprotein_e2	6uyg
seq_873	seq_696	spike_glycoprotein	7k9z
seq_873	seq_873	envelope_glycoprotein_e2	6wo4
seq_875	seq_875	epidermal_growth_factor_receptor	4uv7
seq_876	seq_876	beta-mammal_toxin_cn2	4v1d
seq_877	seq_877	tissue_factor_pathway_inhibitor	4dtg
seq_878	seq_878	toxin_b	4np4
seq_880	seq_880	nucleoprotein	7n3c
seq_883	seq_431	interleukin-17a	6wir
seq_883	seq_883	spike_glycoprotein	7dzx
seq_884	seq_547	hemagglutinin_ha1_chain	7mem
seq_884	seq_884	angiogenin	1h0d
seq_886	seq_886	rhpa_gp120_core	5t33
seq_887	seq_887	fibroblast_growth_factor_receptor_3	3grw
seq_888	seq_888	spike_glycoprotein	2dd8
seq_889	seq_278	spike_protein_s1	7ul0
seq_889	seq_889	spike_protein_s1	7ps6
seq_891	seq_146	receptor_tyrosine-protein_kinase_erbb-2	8pwh
seq_891	seq_891	receptor_tyrosine-protein_kinase_erbb-2	6bgt
seq_894	seq_894	interleukin-1_receptor-like_2	6u6u
seq_895	seq_895	envelope_protein	4al8
seq_896	seq_896	fusion_glycoprotein_f0,fibritin	5tpn
seq_897	seq_897	envelope_glycoprotein_gp160	4j6r
seq_898	seq_164	ba.4/5_variant_spike_protein	8ix3
seq_898	seq_248	spike_glycoprotein	8f0h
seq_898	seq_266	spike_protein_s1	8bbn
seq_898	seq_272	spike_glycoprotein	7e9o
seq_898	seq_297	gametocyte_surface_protein_p230	7uvo
seq_898	seq_371	spike_glycoprotein	7wjy
seq_898	seq_429	cd9_antigen	6rlo
seq_898	seq_723	surface_glycoprotein	7qny
seq_898	seq_775	spike_glycoprotein	7ey0
seq_898	seq_860	spike_protein_s1	7zfd
seq_898	seq_898	igg4_rea_fc	1adq
seq_899	seq_899	hemagglutinin	5w42
seq_903	seq_244	spike_glycoprotein	8csj
seq_903	seq_456	reticulocyte_binding_protein_homologue_5	6rcv
seq_903	seq_903	sars-cov-2_spike_glycoprotein	7byr
seq_905	seq_905	lipoprot_c_domain-containing_protein	6xzw
seq_906	seq_906	receptor_tyrosine-protein_kinase_erbb-2	5o4g
seq_907	seq_907	spike_glycoprotein	7ntc
seq_908	seq_908	clade_a/e_93th057_hiv-1_gp120_core	6ofi
seq_910	seq_910	tumor_necrosis_factor_receptor_superfamily_member_10b	4od2
