seq_rep	seq_member	antigen_member	pdb_member
seq_458	seq_458	hemagglutinin	6urm
seq_459	seq_276	surface_glycoprotein	7wb5
seq_459	seq_338	spike_glycoprotein	7pnq
seq_459	seq_359	spike_glycoprotein	7akd
seq_459	seq_399	epidermal_growth_factor_receptor	6aru
seq_459	seq_459	spike_glycoprotein	7po5
seq_459	seq_661	gastric_inhibitory_polypeptide_receptor	6dkj
seq_459	seq_715	fusion_glycoprotein_f0,fibritin	5tpn
seq_460	seq_460	envelope_protein	7bq5
seq_461	seq_461	hemagglutinin	6xq0
seq_462	seq_462	spike_glycoprotein	7m6g
seq_463	seq_463	pre-glycoprotein_polyprotein_gp_complex	5w1k
seq_466	seq_466	epidermal_growth_factor_receptor	3p0y
seq_470	seq_470	pf48/45	6e63
seq_471	seq_471	fibroblast_growth_factor_receptor_2	4wv1
seq_472	seq_472	beta-klotho	5wi9
seq_473	seq_473	low_affinity_immunoglobulin_gamma_fc_region_receptor_iii-a	7seg
seq_474	seq_474	programmed_cell_death_protein_1	5ggr
seq_476	seq_476	tudor_and_kh_domain-containing_protein	6pi7
seq_477	seq_477	ige	6uqr
seq_479	seq_479	epithelial_cell_adhesion_molecule	6i07
seq_480	seq_480	envelope_protein_e	6iw2
seq_481	seq_481	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydk
seq_483	seq_201	spike_protein_s1	8dnn
seq_483	seq_344	spike_glycoprotein	7czx
seq_483	seq_483	spike_glycoprotein	7czy
seq_484	seq_221	spike_glycoprotein	7ru8
seq_484	seq_303	spike_glycoprotein	7cwn
seq_484	seq_376	spike_glycoprotein	7k8s
seq_484	seq_437	protein_l	1hez
seq_484	seq_484	spike_glycoprotein	7r7n
seq_484	seq_492	immunoglobulin_g_binding_protein_a	1dee
seq_484	seq_510	major_capsid_protein	6n81
seq_484	seq_633	spike_protein_s1	7kmg
seq_484	seq_694	hemagglutinin	5vag
seq_485	seq_485	non-structural_protein_1	7bsc
seq_486	seq_486	cd40_ligand	1i9r
seq_488	seq_488	spike_glycoprotein	7l2c
seq_489	seq_489	lymphocyte_activation_gene_3_protein	7tzh
seq_490	seq_14	5'-nucleotidase	8znz
seq_490	seq_123	t-cell_immunoreceptor_with_ig_and_itim_domains	8jel
seq_490	seq_380	interleukin-1_beta	7chz
seq_490	seq_490	transmembrane_glycoprotein	2cmr
seq_490	seq_493	interleukin-1_beta	7chy
seq_494	seq_494	envelope_glycoprotein_gp1	5uqy
seq_497	seq_497	proprotein_convertase_subtilisin/kexin_type_9	5vl7
seq_498	seq_498	insulin-like_growth_factor_ii	3kr3
seq_499	seq_195	spike_glycoprotein	8h07
seq_499	seq_499	interleukin-12_subunit_beta	3hmx
seq_499	seq_521	tumor_necrosis_factor_alpha	5wux
seq_499	seq_683	interleukin-2_receptor_subunit_alpha	6yio
seq_500	seq_500	membrane-type_serine_protease_1	3bn9
seq_501	seq_468	spike_glycoprotein	7czs
seq_501	seq_501	sars-cov-2_receptor_binding_domain	7che
seq_502	seq_502	interleukin-34	4dkf
seq_503	seq_503	spike_glycoprotein	7jx3
seq_505	seq_505	genome_polyprotein	6kz0
seq_506	seq_506	spike_glycoprotein	7ey5
seq_507	seq_507	epidermal_growth_factor_receptor	5sx4
seq_508	seq_508	hepatocyte_growth_factor_receptor	6wvz
seq_508	seq_629	coagulation_factor_xi	6hhc
seq_509	seq_57	spike_glycoprotein,fibritin,expression_tag	8zhe
seq_509	seq_183	spike_protein_s1	8eoo
seq_509	seq_245	spike_protein_s1	7yck
seq_509	seq_509	spike_glycoprotein	7ttx
seq_511	seq_511	envelope_glycoprotein_gp120	7ll1
seq_513	seq_513	neurogenic_locus_notch_homolog_protein_3	5czx
seq_514	seq_514	tumor_necrosis_factor	4g3y
seq_516	seq_516	reticulocyte_binding_protein_2b	6woz
seq_517	seq_517	envelope_protein_e	7lsf
seq_519	seq_519	spike_glycoprotein	7kzb
seq_520	seq_52	interleukin-2	8sow
seq_520	seq_520	spike_glycoprotein	7kzb
seq_522	seq_522	hepatocyte_growth_factor_activator_long_chain	2wub
seq_528	seq_528	spike_glycoprotein	7m7b
seq_529	seq_529	c-c_motif_chemokine_17	5wk3
seq_530	seq_530	programmed_cell_death_1_ligand_1	5x8l
seq_532	seq_532	s2_1.2	6xxv
seq_533	seq_533	hemagglutinin	6xq2
seq_536	seq_536	vascular_endothelial_growth_factor_a	6bft
seq_540	seq_540	spike_glycoprotein	7bep
seq_543	seq_543	hepatocyte_growth_factor_receptor	6i04
seq_544	seq_544	de_novo_designed_protein_4h_01	6ywd
seq_545	seq_545	interleukin-1_beta	4g6j
seq_546	seq_546	envelope_glycoprotein_gp160	2qad
seq_548	seq_548	spike_protein_s1	7wi0
seq_549	seq_549	vascular_endothelial_growth_factor_a	2fjh
seq_550	seq_550	natural_cytotoxicity_triggering_receptor_3_ligand_1	4zso
seq_552	seq_552	envelope_glycoprotein_gp160	5vn8
seq_553	seq_553	interleukin-34	4dke
seq_554	seq_554	dh1042_light_chain	7tht
seq_555	seq_555	sonic_hedgehog_protein	3mxw
seq_556	seq_556	programmed_cell_death_protein_1	7e9b
seq_559	seq_559	spike_protein_s1	7msq
seq_560	seq_560	spike_glycoprotein	7k9z
seq_561	seq_561	spike_glycoprotein	7k9z
seq_563	seq_563	spike_glycoprotein	7kqb
seq_564	seq_564	spike_glycoprotein	7rw2
seq_564	seq_584	iron-regulated_surface_determinant_protein_b	5d1z
seq_567	seq_567	gdnf_family_receptor_alpha-like	6wmw
seq_568	seq_568	gdnf_family_receptor_alpha-like	6wmw
seq_569	seq_569	fusion_glycoprotein_f0,envelope_glycoprotein_fusion	6w16
seq_570	seq_570	spike_glycoprotein	7s0c
seq_572	seq_572	hemagglutinin	6xq4
seq_572	seq_691	spike_protein_s1	7kn3
seq_573	seq_573	apolipoprotein_l1	7lfa
seq_574	seq_574	surface_glycoprotein	7ps5
seq_577	seq_577	hemagglutinin	5xhv
seq_578	seq_578	circumsporozoite_protein	7rxj
seq_579	seq_257	spike_protein_s1	7t72
seq_579	seq_579	spike_protein_s1	7e88
seq_581	seq_581	immunoglobulin_heavy_constant_epsilon	6eyo
seq_585	seq_585	voltage-sensor_containing_phosphatase	4g7v
seq_586	seq_586	surface_glycoprotein	7prz
seq_589	seq_589	spike_glycoprotein	7klg
seq_590	seq_590	mucosal_addressin_cell_adhesion_molecule_1	4hcr
seq_592	seq_592	pollen_allergen_phl_p_2	2vxq
seq_593	seq_593	putative_cell_surface_polysaccharide_polymerase/ligase	7tpg
seq_594	seq_594	toxin_b	7so5
seq_595	seq_595	leukocyte_surface_antigen_cd47	5tzu
seq_597	seq_597	proprotein_convertase_subtilisin/kexin_type_9	4k8r
seq_597	seq_682	outer_surface_protein_a	7jwg
seq_598	seq_598	dass_family_sodium-coupled_anion_symporter	6ww5
seq_599	seq_599	programmed_cell_death_protein_1	7cu5
seq_600	seq_600	25_kda_ookinete_surface_antigen	6b0g
seq_601	seq_601	neurogenic_locus_notch_homolog_protein_3	5czv
seq_602	seq_602	apolipoprotein_l1	7lfb
seq_604	seq_604	spike_protein_s1	7mzf
seq_605	seq_605	envelope_glycoprotein_gp120	6utk
seq_609	seq_609	c-x-c_motif_chemokine_2	5ob5
seq_610	seq_610	receptor_tyrosine-protein_kinase_erbb-3	4p59
seq_611	seq_611	type_iii_secretion_system_protein	6cyf
seq_613	seq_613	capsid_protein_vp1	5kw9
seq_619	seq_619	coagulation_factor_xi	6aod
seq_621	seq_621	neuropilin-2	2qqk
seq_622	seq_622	proprotein_convertase_subtilisin/kexin_type_9	3sqo
seq_624	seq_333	il13	7rew
seq_624	seq_624	hemagglutinin	4xnm
seq_626	seq_626	tumor_necrosis_factor_receptor_superfamily_member_5	6fax
seq_627	seq_627	spike_glycoprotein	7s0d
seq_628	seq_628	phosphatidylcholine_translocator_abcb4	7niw
seq_631	seq_17	histone_chaperone_asf1	9avo
seq_631	seq_631	histone_chaperone_asf1	5uek
seq_632	seq_151	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_632	seq_632	vitamin_k-dependent_protein_c_heavy_chain	6m3c
seq_634	seq_634	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vc9
seq_635	seq_635	interleukin-23_subunit_p19	3d85
seq_638	seq_638	hemagglutinin	6xpx
seq_639	seq_66	gp38	8vww
seq_639	seq_639	hemagglutinin	6uig
seq_640	seq_640	spike_protein_s1	7deo
seq_641	seq_641	vp1	7jie
seq_642	seq_642	spike_protein_s1	7s0b
seq_643	seq_643	uncharacterized_leukocidin-like_protein_1	5k59
seq_644	seq_644	glycoprotein_120	3hi1
seq_645	seq_645	carbonic_anhydrase_12	6rps
seq_646	seq_646	programmed_cell_death_protein_1	6xkr
seq_647	seq_647	chloroquine_resistance_transporter	6ukj
seq_649	seq_649	angiopoietin-1_receptor	7e72
seq_650	seq_650	spike_glycoprotein	7eya
seq_651	seq_651	rna_polymerase_sigma_factor	3lev
seq_652	seq_652	platelet-derived_growth_factor_subunit_b	4qci
seq_656	seq_656	tumor_necrosis_factor	3wd5
seq_657	seq_417	adiponectin_receptor_protein_2	6yxd
seq_657	seq_428	stromal_cell-derived_factor_1	4lmq
seq_657	seq_657	atp-binding_cassette_sub-family_g_member_8	7jr7
seq_658	seq_658	vrc42_epitope_t117-f_scaffold	6mtq
seq_660	seq_660	dengue_1_envelope_diii_domain	5vic
seq_662	seq_662	spike_protein_s1	7n4l
seq_663	seq_663	integrase	5eu7
seq_664	seq_664	beta-secretase_1	3r1g
seq_665	seq_665	human_factor_viii	1iqd
seq_667	seq_667	interleukin-1_beta	4g6m
seq_669	seq_669	b-lymphocyte_antigen_cd19	6al5
seq_671	seq_671	interleukin-17a	5n7w
seq_673	seq_2	hemagglutinin	8ved
seq_673	seq_16	spike_glycoprotein	9aru
seq_673	seq_121	c-x-c_chemokine_receptor_type_4	8u4q
seq_673	seq_184	spike_protein_s1	8eoo
seq_673	seq_331	fusion_glycoprotein_f0	7luc
seq_673	seq_346	envelope_glycoprotein_e2	6wo5
seq_673	seq_389	hemagglutinin	5k9o
seq_673	seq_625	iron-regulated_surface_determinant_protein_b	5d1x
seq_673	seq_670	25_kda_ookinete_surface_antigen	6b0e
seq_673	seq_673	6-deoxyerythronolide-b_synthase_erya3,_modules_5_and_6	6mlk
seq_673	seq_699	epidermal_growth_factor_receptor	4uv7
seq_674	seq_674	hemagglutinin	6ii4
seq_675	seq_675	interleukin-6	4cni
seq_676	seq_676	coagulation_factor_ix	7ahv
seq_677	seq_677	processed_angiotensin-converting_enzyme_2	7e7e
seq_678	seq_678	spike_glycoprotein	7eng
seq_679	seq_679	ephrin_type-a_receptor_2	3skj
seq_684	seq_684	spike_protein_s1	7t01
seq_687	seq_687	spike_protein_s1	7zfd
seq_688	seq_688	maltose-binding_periplasmic_protein	3pgf
seq_689	seq_689	ht593.1_gp120	4ye4
seq_692	seq_692	kelch-like_ech-associated_protein_1	5f72
seq_693	seq_693	spike_protein_s1	7e5o
seq_697	seq_409	hiv-1_clade_a_q842.d12_gp120	4rx4
seq_697	seq_697	hiv-1_yu2_gp120	4rwy
seq_698	seq_698	spike_glycoprotein_s1	7f7h
seq_700	seq_700	tissue_factor_pathway_inhibitor	4dtg
seq_702	seq_702	interleukin-13	4i77
seq_704	seq_85	spike_glycoprotein	8hlc
seq_704	seq_197	spike_protein_s1	8cwi
seq_704	seq_369	spike_protein_s1	7dpm
seq_704	seq_478	genome_polyprotein	5gzo
seq_704	seq_617	spike_protein_s1	7e39
seq_704	seq_704	spike_glycoprotein	7dzx
seq_705	seq_705	angiogenin	1h0d
seq_707	seq_36	hemagglutinin	8uzc
seq_707	seq_205	spike_protein_s1	8hn7
seq_707	seq_253	spike_glycoprotein	7wh8
seq_707	seq_308	major_pollen_allergen_bet_v_1-a	7mxl
seq_707	seq_315	tumor_necrosis_factor_receptor_superfamily_member_10b	3x3f
seq_707	seq_404	spike_glycoprotein	7wwm
seq_707	seq_419	spike_glycoprotein	7r40
seq_707	seq_588	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	7dha
seq_707	seq_703	nucleoprotein	7n3c
seq_707	seq_706	spike_glycoprotein	2ghw
seq_707	seq_707	spike_protein_s1	7e23
seq_710	seq_710	neuropilin-1	2qqn
seq_712	seq_712	histone_chaperone_asf1	5eii
seq_720	seq_720	lipoprot_c_domain-containing_protein	6xzw
seq_722	seq_722	spike_glycoprotein	7ntc
seq_724	seq_724	interleukin-22	3q1s
