seq_rep	seq_member	antigen_member	pdb_member
seq_340	seq_340	beta-nerve_growth_factor	4edw
seq_345	seq_345	spike_protein_s1	8bbn
seq_345	seq_423	spike_glycoprotein	7xmz
seq_346	seq_346	spike_protein_s1	8bcz
seq_348	seq_348	spike_glycoprotein	7xdl
seq_349	seq_174	envelope_glycoprotein_e2	8w0v
seq_349	seq_349	spike_glycoprotein	7x08
seq_351	seq_351	spike_protein_s1	7s5q
seq_353	seq_75	spike_protein_s1	8wfh
seq_353	seq_95	capsid_protein_vp1	8u5l
seq_353	seq_156	spike_protein_s1	8qrf
seq_353	seq_180	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	8tbq
seq_353	seq_198	envelope_glycoprotein_gp160	8sxj
seq_353	seq_204	spike_protein_s1	7y3n
seq_353	seq_216	spike_protein_s1	8bg1
seq_353	seq_227	protein-glutamine_gamma-glutamyltransferase_e_27_kda_non-catalytic_chain_	8oxv
seq_353	seq_245	spike_protein_s1	8gpy
seq_353	seq_266	beta-mammal_toxin_cn2	2ybr
seq_353	seq_323	spike_glycoprotein	8f0h
seq_353	seq_353	spike_glycoprotein	7e9o
seq_353	seq_471	spike_glycoprotein	7wjy
seq_353	seq_480	spike_protein_s1	7orb
seq_353	seq_507	neuraminidase	6pzw
seq_353	seq_514	spike_glycoprotein	7ws1
seq_353	seq_538	cd9_antigen	6rlo
seq_353	seq_594	arginase-1	7ley
seq_353	seq_647	hemagglutinin	7kqh
seq_353	seq_719	pf48/45	6e63
seq_353	seq_734	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydk
seq_353	seq_764	neuraminidase	6q1z
seq_353	seq_826	hemagglutinin	7kqg
seq_353	seq_887	spike_glycoprotein	7xic
seq_353	seq_888	surface_glycoprotein	7qny
seq_353	seq_955	spike_glycoprotein	7ey0
seq_353	seq_962	interleukin-17f	6ppg
seq_353	seq_967	neuraminidase	6q20
seq_353	seq_1008	tumor_necrosis_factor	3wd5
seq_353	seq_1026	envelope_glycoprotein_l	7m30
seq_353	seq_1065	spike_protein_s1	7zfd
seq_353	seq_1114	fusion_glycoprotein_f0,fibritin	5tpn
seq_353	seq_1116	igg4_rea_fc	1adq
seq_353	seq_1131	tumor_necrosis_factor_receptor_superfamily_member_10b	4od2
seq_354	seq_155	spike_protein_s1	8qrf
seq_354	seq_278	spike_glycoprotein,fibritin	8cim
seq_354	seq_354	spike_glycoprotein	7ru4
seq_355	seq_350	spike_glycoprotein	7ru8
seq_355	seq_355	spike_glycoprotein	7v5k
seq_355	seq_1111	spike_protein	6c6z
seq_362	seq_362	t18.1_major_pilin_backbone_protein_t-antigen	8f5n
seq_365	seq_365	spike_protein_s1	7wsc
seq_372	seq_372	gametocyte_surface_protein_p230	7u9w
seq_373	seq_196	spike_protein_s1	8cbd
seq_373	seq_373	gametocyte_surface_protein_p230	7ua2
seq_376	seq_376	gametocyte_surface_protein_p230	7uc8
seq_378	seq_378	gametocyte_surface_protein_p230	7ui1
seq_381	seq_381	gametocyte_surface_protein_p230	7uvo
seq_382	seq_382	gametocyte_surface_protein_p230	7uvq
seq_385	seq_385	interleukin-17a	7z2m
seq_386	seq_386	interleukin-1_beta	7z4t
seq_388	seq_388	spike_protein_s1	7wr9
seq_392	seq_392	tumor_necrosis_factor_receptor_superfamily_member_9	7yxu
seq_395	seq_395	spike_glycoprotein	8d48
seq_396	seq_396	ara_h_2_allergen	8db4
seq_402	seq_402	envelope_protein_e	8dv6
seq_404	seq_404	surface_glycoprotein	7wcp
seq_404	seq_860	spike_glycoprotein	7chc
seq_404	seq_889	spike_protein_s1	7e88
seq_404	seq_921	spike_protein_s1	7mzf
seq_405	seq_405	spike_glycoprotein	7ykj
seq_408	seq_408	outer_surface_protein_a	7t25
seq_411	seq_411	spike_glycoprotein	7x8w
seq_412	seq_412	spike_glycoprotein	7x8y
seq_414	seq_414	spike_glycoprotein	7x91
seq_415	seq_415	spike_glycoprotein	7x92
seq_416	seq_416	spike_protein_s1	8dw9
seq_417	seq_417	spike_protein_s1	8dwa
seq_418	seq_418	spike_glycoprotein	8dxs
seq_418	seq_430	var2csa	7z12
seq_418	seq_1024	clade_a/e_93th057_hiv-1_gp120_core	5f9o
seq_418	seq_1045	interleukin-6	4cni
seq_419	seq_145	spike_glycoprotein	9fgr
seq_419	seq_147	spike_glycoprotein,fibritin	9fgt
seq_419	seq_159	glycoprotein_g	8k3c
seq_419	seq_250	spike_protein_s1	8gf2
seq_419	seq_308	spike_protein_s1	7xsc
seq_419	seq_316	spike_glycoprotein	8bse
seq_419	seq_357	spike_protein_s1	7s5p
seq_419	seq_419	spike_glycoprotein	7wos
seq_419	seq_479	spike_protein_s1	7jmo
seq_419	seq_497	spike_glycoprotein	6xcn
seq_419	seq_622	spike_protein_s1	7pqy
seq_419	seq_645	surface_glycoprotein	7kfv
seq_419	seq_667	surface_glycoprotein	7kfw
seq_419	seq_707	lysozyme_c	4ttd
seq_419	seq_716	spike_glycoprotein	7czs
seq_419	seq_723	spike_protein_s1	7jmp
seq_419	seq_748	spike_glycoprotein	7m6f
seq_419	seq_781	spike_protein_s1	7n3i
seq_419	seq_800	surface_glycoprotein	7z0x
seq_419	seq_883	surface_glycoprotein	7kfy
seq_419	seq_927	lysozyme_c	4tsb
seq_419	seq_946	spike_protein_s1	7chs
seq_419	seq_971	lysozyme_c	4tsa
seq_419	seq_1006	spike_glycoprotein	7d0c
seq_419	seq_1079	spike_glycoprotein	7czq
seq_419	seq_1095	spike_protein_s1	7kmi
seq_421	seq_421	spike_glycoprotein	7u9o
seq_422	seq_57	spike_glycoprotein	9c44
seq_422	seq_107	rh5-34em	8rz1
seq_422	seq_232	spike_glycoprotein	7ukm
seq_422	seq_380	gametocyte_surface_protein_p230	7uvi
seq_422	seq_422	spike_glycoprotein	7u9p
seq_422	seq_902	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	7dha
seq_422	seq_1066	interleukin-13	3g6d
seq_426	seq_426	envelope_glycoprotein_h	7s07
seq_427	seq_427	envelope_glycoprotein_h	7s1b
seq_429	seq_429	envelope_glycoprotein_gp120	7ugq
seq_437	seq_437	merozoite_surface_protein_1	8dfg
seq_438	seq_438	merozoite_surface_protein_1	8dfh
seq_444	seq_444	amc009_sosipv5.2_envelope_glycoprotein_gp41	7zlk
seq_445	seq_445	fusion_glycoprotein_f0	7tjq
seq_445	seq_891	immunoglobulin_heavy_constant_epsilon	6eyo
seq_447	seq_447	fusion_glycoprotein_f0	7tl0
seq_448	seq_448	serine_protease_htra1	7sjn
seq_449	seq_194	receptor_tyrosine-protein_kinase_erbb-2	8pwh
seq_449	seq_436	t-cell_surface_glycoprotein_cd8_alpha_chain	7uvf
seq_449	seq_449	integrin_alpha-iib	7ubr
seq_449	seq_682	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_449	seq_683	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_449	seq_977	integrin_alpha4_subunit	4irz
seq_450	seq_450	spike_protein_s1	7wbz
seq_451	seq_451	spike_glycoprotein	8dad
seq_452	seq_452	spike_glycoprotein	8dlr
seq_455	seq_455	bifunctional_hemolysin-adenylate_cyclase	7usl
seq_457	seq_457	thyrotropin_receptor	7xw7
seq_459	seq_459	spike_glycoprotein	7upl
seq_460	seq_460	amc009_sosip.v5.2_envelope_glycoprotein_gp41	7z3a
seq_461	seq_461	spike_protein_s1	7fjc
seq_464	seq_464	nucleoprotein	7sue
seq_467	seq_467	thyrotropin_receptor	7t9n
seq_467	seq_580	spike_glycoprotein	7fjo
seq_468	seq_25	neuraminidase	8z4e
seq_468	seq_215	ba.4/5_variant_spike_protein	8ix3
seq_468	seq_468	spike_glycoprotein,envelope_glycoprotein	7qti
seq_472	seq_472	stromal_cell-derived_factor_1	7sk3
seq_474	seq_474	glycoprotein	7u9g
seq_476	seq_476	spike_glycoprotein	7woa
seq_478	seq_478	spike_protein_s1	7wp0
seq_481	seq_50	nora-bril(3a)_fusion	9b3k
seq_481	seq_329	spike_glycoprotein	7xj6
seq_481	seq_341	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_481	seq_359	spike_protein_s1	7s5r
seq_481	seq_469	spike_glycoprotein,envelope_glycoprotein	7qti
seq_481	seq_481	spike_protein_s1	7orb
seq_481	seq_566	activin_receptor_type-2a	5nh3
seq_481	seq_642	spike_glycoprotein	7tcc
seq_481	seq_711	spike_glycoprotein	7beo
seq_481	seq_720	fibroblast_growth_factor_receptor_2	4wv1
seq_481	seq_747	spike_protein_s1	7qez
seq_481	seq_890	sars-cov-2_spike_glycoprotein	7lrt
seq_481	seq_936	spike_protein_s1	7r6x
seq_481	seq_940	spike_glycoprotein	7ezv
seq_481	seq_1055	spike_protein_s1	7rr0
seq_481	seq_1105	fibroblast_growth_factor_receptor_3	3grw
seq_482	seq_482	hemagglutinin_ha1	5w08
seq_484	seq_484	spike_glycoprotein	7cwn
seq_486	seq_432	envelope_protein	8gpx
seq_486	seq_486	major_pollen_allergen_bet_v_1-a	7mxl
seq_486	seq_703	neuraminidase	6pzz
seq_486	seq_1120	spike_protein_s1	7n4i
seq_499	seq_499	beta-lactoglobulin	2r56
seq_501	seq_501	circumsporozoite_protein	7s0x
seq_504	seq_504	toll-like_receptor_3	3ulu
seq_509	seq_509	spike_glycoprotein	7wwl
seq_513	seq_513	gp120,_bg505_sosip.664_t332n	7pc2
seq_515	seq_13	apical_membrane_antigen_1	9bjg
seq_515	seq_41	conglutin	8si1
seq_515	seq_300	leukocyte_surface_antigen_cd47	7xjf
seq_515	seq_515	fusion_glycoprotein_f0	7lue
seq_515	seq_846	envelope_glycoprotein_gp160	5vn8
seq_516	seq_516	neuraminidase	6v4n
seq_521	seq_521	spike_glycoprotein	7eh5
seq_522	seq_522	fusion_glycoprotein_f0	7luc
seq_523	seq_523	spike_glycoprotein	7f3q
seq_525	seq_525	spike_glycoprotein	7chh
seq_527	seq_527	megakaryocyte_and_platelet_inhibitory_receptor_g6b	6r0x
seq_534	seq_534	integrin_alpha-l	3eob
seq_539	seq_539	sgp	6uye
seq_540	seq_540	interleukin-17a	6wir
seq_546	seq_546	envelope_glycoprotein_e2	6wo5
seq_548	seq_548	hiv-1_clade_ae_gp120_core	6bf4
seq_550	seq_550	envelope_glycoprotein_gp120	7ly9
seq_553	seq_146	spike_glycoprotein,fibritin	9fgs
seq_553	seq_213	spike_protein	8j1t
seq_553	seq_319	spike_protein_s1	8hn6
seq_553	seq_398	spike_glycoprotein	8hc2
seq_553	seq_435	spike_glycoprotein	7yr1
seq_553	seq_553	spike_protein_s1	7nx7
seq_553	seq_573	spike_glycoprotein	7sc1
seq_553	seq_959	spike_protein_s1	7kmh
seq_553	seq_979	spike_protein_s1	7mzn
seq_553	seq_1015	surface_glycoprotein	7b3o
seq_553	seq_1088	spike_glycoprotein_s1	7f7h
seq_555	seq_256	sars-cov2_trimeric_spike_in_1-up_conformation_in_complexwith_three_fab47_	8a95
seq_555	seq_370	gametocyte_surface_protein_p230	7u9e
seq_555	seq_383	gametocyte_surface_protein_p230	7uvs
seq_555	seq_555	gp41_helix	4khx
seq_555	seq_731	spike_glycoprotein	7uar
seq_555	seq_788	der_p_2_variant_3	7mlh
seq_555	seq_939	transmembrane_glycoprotein	3ma9
seq_560	seq_560	spike_glycoprotein	7cws
seq_561	seq_221	neuraminidase	8ez7
seq_561	seq_561	rhodopsin_kinase_grk1	7mtb
seq_561	seq_886	circumsporozoite_protein	7rxj
seq_562	seq_562	tissue_factor	1jps
seq_563	seq_563	368-2_h	7e8c
seq_564	seq_564	surface_glycoprotein	7ps2
seq_568	seq_568	hemagglutinin_ha2	4hg4
seq_569	seq_569	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	6mvl
seq_577	seq_577	protein_jagged-1	5bo1
seq_578	seq_578	virion_spike_glycoprotein_1	7kfh
seq_579	seq_579	interleukin-2	6ye3
seq_581	seq_289	ankyrin_repeat_family_a_protein_2,envelope_e_protein	8cxi
seq_581	seq_581	major_capsid_protein	6n8d
seq_585	seq_585	triggering_receptor_expressed_on_myeloid_cells_2	6yye
seq_586	seq_586	spike_protein_s1	7ejz
seq_587	seq_587	neuraminidase	6lxj
seq_589	seq_589	fusion_glycoprotein_f0	4jhw
seq_590	seq_276	neuropilin-2	8ivw
seq_590	seq_590	myeloid-derived_growth_factor	6svl
seq_590	seq_944	tissue_factor	1uj3
seq_591	seq_591	tumor_necrosis_factor_ligand_superfamily_member_13b	5y9j
seq_591	seq_874	spike_glycoprotein	7coe
seq_592	seq_592	c-x-c_motif_chemokine_3	6wzk
seq_595	seq_595	maltose-binding_periplasmic_protein	5bjz
seq_600	seq_600	spike_protein_s1	6xkq
seq_603	seq_603	interleukin-1_beta	7chz
seq_607	seq_607	two_pore_calcium_channel_protein_1	6e1k
seq_609	seq_609	chimera_of_soluble_cytochrome_b562_(bril)_and_neuronalacetylcholine_receptor_subunit_alpha-4_	6usf
seq_625	seq_625	epidermal_growth_factor_receptor	6aru
seq_626	seq_626	spike_protein_s1	8dce
seq_626	seq_1005	surface_glycoprotein	7kfx
seq_627	seq_627	env	6plk
seq_629	seq_629	spike_protein_s1	7x7o
seq_632	seq_632	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_632	seq_769	spike_glycoprotein	7ljr
seq_634	seq_634	25_kda_ookinete_surface_antigen	6phf
seq_638	seq_638	lysozyme_c	2eks
seq_639	seq_639	iron-regulated_surface_determinant_protein_b	5d1q
seq_641	seq_52	glycoprotein_c	9b8j
seq_641	seq_277	anrp2-14	8ivx
seq_641	seq_541	hemagglutinin	3whe
seq_641	seq_641	spike_glycoprotein	7tcc
seq_641	seq_681	programmed_cell_death_protein_1	7cgw
seq_641	seq_898	low_affinity_immunoglobulin_gamma_fc_region_receptor_ii-b	5occ
seq_641	seq_1012	cytotoxic_t-lymphocyte_protein_4	6xy2
seq_641	seq_1094	interleukin-13	4i77
seq_644	seq_644	spike_glycoprotein	7ls9
seq_646	seq_646	hemagglutinin	4yjz
seq_648	seq_648	spike_glycoprotein	7m6e
seq_650	seq_650	toxin_b	5vqm
seq_652	seq_26	spike_glycoprotein,fibritin,spike_glycoprotein,fibritin,spike_glycoprotein,fibritin,expression_tag_	8z6r
seq_652	seq_27	spike_glycoprotein,fibritin,expression_tag	8z6u
seq_652	seq_342	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_652	seq_533	receptor_tyrosine-protein_kinase_erbb-3	5cus
seq_652	seq_652	triggering_receptor_expressed_on_myeloid_cells_2	6ymq
seq_652	seq_984	spike_protein_s1	7deo
seq_656	seq_656	neuraminidase	6v4o
seq_660	seq_660	m48u1_peptide	4r4n
seq_661	seq_661	spike_protein_s1	7m6d
seq_662	seq_662	spike_glycoprotein	7kml
seq_662	seq_903	spike_glycoprotein	7klg
seq_669	seq_669	bone_morphogenetic_protein_receptor_type-1a	3nh7
seq_672	seq_672	surface_glycoprotein	7neg
seq_673	seq_24	neuraminidase	8z4e
seq_673	seq_90	spike_glycoprotein	8zho
seq_673	seq_133	reticulocyte-binding_protein_homolog_5	8pwv
seq_673	seq_179	long_neurotoxin_2	8sxp
seq_673	seq_274	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8byu
seq_673	seq_328	spike_glycoprotein	7xj6
seq_673	seq_394	spike_protein_s1	7wqv
seq_673	seq_400	spike_glycoprotein	7x25
seq_673	seq_428	transmembrane_protein_gp41	7sd3
seq_673	seq_441	spike_protein_s1	7y0c
seq_673	seq_456	spike_glycoprotein	7v3l
seq_673	seq_495	vrc42_epitope_t117-f_scaffold	6mto
seq_673	seq_530	spike_protein_s1	7cyv
seq_673	seq_531	spike_glycoprotein	7s6j
seq_673	seq_536	immunoglobulin_gamma-1_heavy_chain	5xmh
seq_673	seq_549	c-c_motif_chemokine_2	4dn4
seq_673	seq_565	gastric_inhibitory_polypeptide_receptor	4hj0
seq_673	seq_599	4e10_epitope_scaffold_t117	4m8q
seq_673	seq_610	immunoglobulin_g-binding_protein_g_(domain_iii)	6o41
seq_673	seq_611	suppressor_of_tumorigenicity_14_protein	3nps
seq_673	seq_613	spike_protein_s1	7qf1
seq_673	seq_616	spike_protein_s1	7dk0
seq_673	seq_620	c-x-c_motif_chemokine_13	5cbe
seq_673	seq_673	spike_glycoprotein	7m6i
seq_673	seq_750	spike_protein_s1	7dx4
seq_673	seq_780	c-x-c_motif_chemokine_13	5cba
seq_673	seq_843	spike_protein_s1	7wi0
seq_673	seq_848	dh1042_light_chain	7tht
seq_673	seq_858	spike_glycoprotein	7k9z
seq_673	seq_916	neurogenic_locus_notch_homolog_protein_3	5czv
seq_673	seq_935	spike_glycoprotein,fibritin	7zr9
seq_673	seq_947	spike_glycoprotein	4xak
seq_673	seq_970	kr1	6wh9
seq_673	seq_978	s_protein	5gmq
seq_673	seq_981	spike_protein_s1	7djz
seq_673	seq_997	beta-nerve_growth_factor	5jz7
seq_673	seq_1051	dipeptidase_3	6vgr
seq_673	seq_1082	hemagglutinin	5vag
seq_673	seq_1098	spike_protein_s1	7mf1
seq_673	seq_1106	spike_glycoprotein	2dd8
seq_675	seq_209	spike_protein_s1	8f2j
seq_675	seq_439	merozoite_surface_protein_1	8dfi
seq_675	seq_458	spike_glycoprotein	7zbu
seq_675	seq_675	tumor_necrosis_factor	5yoy
seq_675	seq_745	cd40_ligand	1i9r
seq_675	seq_864	spike_protein_s1	7fcp
seq_675	seq_942	spike_protein_s1	7e39
seq_675	seq_1036	25_kda_ookinete_surface_antigen	6b0e
seq_676	seq_676	antigen_asf1p	4rrp
seq_676	seq_868	nucleoprotein	5vkd
seq_676	seq_998	chloroquine_resistance_transporter	6ukj
seq_676	seq_1110	histone_chaperone_asf1	5eii
seq_678	seq_678	hemagglutinin	6xpz
seq_690	seq_152	hemagglutinin	8tnl
seq_690	seq_637	hemagglutinin	6iut
seq_690	seq_690	dengue_1_envelope_diii_domain	6dfj
seq_693	seq_693	frizzled-7	6o3b
seq_694	seq_694	iron-regulated_heme-iron_binding_protein	6p9h
seq_697	seq_697	mers-cov_rbd	5yy5
seq_698	seq_698	signal-regulatory_protein_gamma	4i2x
seq_700	seq_700	2-c-methyl-d-erythritol_2,4-cyclodiphosphate_synthase,envelope_glycoprotein_gp160_	5esv
seq_708	seq_413	spike_glycoprotein	7x90
seq_708	seq_635	spike_glycoprotein	7wwm
seq_708	seq_686	plasma_kallikrein	4ogx
seq_708	seq_708	fusion_glycoprotein_f1,fibritin	7mmn
seq_708	seq_736	cytotoxic_t-lymphocyte_protein_4	7su0
seq_708	seq_1050	ephrin_type-a_receptor_2	3skj
seq_709	seq_709	spike_protein_s1	7mzj
seq_712	seq_712	clade_a/e_93th057_hiv-1_gp120_core	6mg7
seq_713	seq_713	epidermal_growth_factor_receptor	3p0y
seq_714	seq_714	surface_glycoprotein	7q9f
seq_717	seq_717	fusion_glycoprotein_f0	5udc
seq_721	seq_721	beta-klotho	5wi9
seq_724	seq_724	programmed_cell_death_protein_1	5ggr
seq_726	seq_726	hemagglutinin	6xpy
seq_727	seq_705	hemagglutinin	6xq0
seq_727	seq_727	serum_albumin	6m58
seq_730	seq_730	ige	6uqr
seq_733	seq_733	envelope_protein_e	6iw2
seq_737	seq_154	spike_glycoprotein	8zby
seq_737	seq_367	lysosome-associated_membrane_glycoprotein_1	8ath
seq_737	seq_737	ig_epsilon_chain_c_region	5anm
seq_737	seq_787	envelope_glycoprotein_gp120	7ll1
seq_737	seq_797	tumor_necrosis_factor_alpha	5wux
seq_741	seq_741	spike_glycoprotein	7r7n
seq_742	seq_742	spike_glycoprotein	7lcn
seq_743	seq_743	spike_glycoprotein	7lxw
seq_749	seq_186	spike_protein_s1	8sit
seq_749	seq_494	envelope_glycoprotein_h	7t4r
seq_749	seq_749	reticulocyte_binding_protein_2b	6wtv
seq_749	seq_816	s2_1.2	6xxv
seq_749	seq_849	reticulocyte_binding_protein_2b	6wtu
seq_751	seq_751	spike_glycoprotein	7l2c
seq_751	seq_996	spike_glycoprotein	7l2d
seq_757	seq_757	interleukin-1_beta	7chy
seq_760	seq_760	apolipoprotein_l2	7lf8
seq_761	seq_761	spike_protein_s1	7l7e
seq_762	seq_762	virion_spike_glycoprotein	7kej
seq_763	seq_763	alpha-hemolysin	4idj
seq_766	seq_766	proprotein_convertase_subtilisin/kexin_type_9	5vl7
seq_767	seq_767	insulin-like_growth_factor_ii	3kr3
seq_768	seq_768	interleukin-12_subunit_beta	3hmx
seq_771	seq_7	spike_protein_s1	9l6c
seq_771	seq_21	spike_glycoprotein	8xsd
seq_771	seq_117	spike_protein_s1	8qh0
seq_771	seq_127	spike_glycoprotein	8yz5
seq_771	seq_324	spike_protein_s1	7xs8
seq_771	seq_325	spike_glycoprotein	7uow
seq_771	seq_361	spike_protein_s1	7ul1
seq_771	seq_500	spike_glycoprotein	7bej
seq_771	seq_657	spike_glycoprotein	7nd5
seq_771	seq_692	spike_protein_s1	7r8l
seq_771	seq_771	sars-cov-2_receptor_binding_domain	7che
seq_771	seq_875	spike_protein_s1	7e7y
seq_771	seq_899	spike_protein_s1	7np1
seq_771	seq_1020	spike_protein_s1	7vmu
seq_773	seq_773	spike_glycoprotein	7tat
seq_775	seq_775	reticulocyte_binding_protein_2b	6wm9
seq_778	seq_778	spike_glycoprotein	7jx3
seq_779	seq_779	receptor_tyrosine-protein_kinase_erbb-2	3wsq
seq_782	seq_782	genome_polyprotein	6kz0
seq_783	seq_783	spike_glycoprotein	7ey5
seq_785	seq_785	envelope_glycoprotein_e2	6uyg
seq_789	seq_136	pfrh5	8q5d
seq_789	seq_789	neurogenic_locus_notch_homolog_protein_3	5czx
seq_790	seq_790	spike_glycoprotein	7q9j
seq_791	seq_791	tumor_necrosis_factor	4g3y
seq_793	seq_793	reticulocyte_binding_protein_2b	6woz
seq_794	seq_794	envelope_protein_e	7lsf
seq_795	seq_311	spike_glycoprotein	8cwj
seq_795	seq_795	spike_glycoprotein	7kzb
seq_796	seq_796	spike_glycoprotein	7kzb
seq_798	seq_798	hepatocyte_growth_factor_activator_long_chain	2wub
seq_799	seq_799	spike_glycoprotein	7k8v
seq_801	seq_238	solute_carrier_organic_anion_transporter_family_member_1b3	8pg0
seq_801	seq_649	protein_mj0480	5c8j
seq_801	seq_651	ion_transport_protein,voltage-gated_sodium_channel	7pgb
seq_801	seq_738	frizzled-7	6o3a
seq_801	seq_776	lipoprotein	4nnp
seq_801	seq_801	e3_sumo-protein_ligase_ranbp2	7mnl
seq_801	seq_1070	maltose-binding_periplasmic_protein	3pgf
seq_808	seq_552	human_t-cell_receptor_beta_chain_trbc2	7amr
seq_808	seq_808	envelope_glycoprotein_gp160	5t3z
seq_809	seq_809	spike_glycoprotein,fibritin	7zrc
seq_810	seq_810	c-c_motif_chemokine_17	5wk3
seq_814	seq_814	linear_di-ubiquitin	3u30
seq_815	seq_815	cap228_autologous_scaffolded_v1v2	6fy1
seq_818	seq_818	hemagglutinin	6xq2
seq_819	seq_819	spike_glycoprotein	7l2f
seq_820	seq_820	hemagglutinin_ha1_chain	6mlm
seq_821	seq_821	interleukin-17a	7wkx
seq_822	seq_822	vascular_endothelial_growth_factor_a	6bft
seq_830	seq_830	envelope_glycoprotein_gp120	6u0n
seq_833	seq_833	interleukin_15	2xqb
seq_834	seq_834	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydl
seq_835	seq_176	envelope_glycoprotein_e2	8w0x
seq_835	seq_303	6-deoxyerythronolide_b_synthase	8ee1
seq_835	seq_391	spike_protein_s1	7ycn
seq_835	seq_535	spike_glycoprotein	7pnq
seq_835	seq_704	spike_glycoprotein	7po5
seq_835	seq_806	spike_glycoprotein	7m7b
seq_835	seq_835	hemagglutinin	6ii9
seq_835	seq_952	pfmsp1-19	6xqw
seq_835	seq_1042	6-deoxyerythronolide-b_synthase_erya3,_modules_5_and_6	6mlk
seq_835	seq_1081	spike_protein_s1	7e5o
seq_835	seq_1103	spike_protein_s1	7e23
seq_835	seq_1123	er_membrane_protein_complex_subunit_1	7kra
seq_836	seq_836	1fd6-v1v2_scaffold_zm109_hiv-1_strain	4dqo
seq_838	seq_470	spike_protein_s1	7t7b
seq_838	seq_598	spike_glycoprotein	7k8s
seq_838	seq_838	interleukin-1_beta	4g6j
seq_839	seq_143	protein_opg190	8xs3
seq_839	seq_248	spike_glycoprotein	8gnh
seq_839	seq_399	spike_glycoprotein	7wh8
seq_839	seq_409	spike_glycoprotein	7wtf
seq_839	seq_685	envelope_glycoprotein_b	6vn1
seq_839	seq_691	glycoprotein_g	6cmg
seq_839	seq_839	envelope_glycoprotein_gp160	2qad
seq_839	seq_922	envelope_glycoprotein_gp120	6utk
seq_839	seq_973	spike_protein_s1	7kmg
seq_839	seq_1011	vrc42_epitope_t117-f_scaffold	6mtq
seq_840	seq_840	imv_membrane_protein	5usl
seq_844	seq_844	vascular_endothelial_growth_factor_a	2fjh
seq_847	seq_847	interleukin-34	4dke
seq_850	seq_850	sonic_hedgehog_protein	3mxw
seq_851	seq_851	maltose-binding_periplasmic_protein	5bk2
seq_851	seq_906	putative_cell_surface_polysaccharide_polymerase/ligase	7tpg
seq_852	seq_852	programmed_cell_death_protein_1	7e9b
seq_853	seq_853	tumor_necrosis_factor_receptor_superfamily_member_10bprecursor_	2h9g
seq_854	seq_854	tumor_necrosis_factor_receptor_superfamily_member_9	6mi2
seq_855	seq_65	angiopoietin-2	8vgp
seq_855	seq_855	vascular_endothelial_growth_factor_a	2fjg
seq_861	seq_861	spike_protein_s1	7e7x
seq_865	seq_91	spike_glycoprotein	8kdr
seq_865	seq_264	circumsporozoite_protein	8dz4
seq_865	seq_670	reticulocyte_binding_protein_2b	6wn1
seq_865	seq_859	zika_virus_envelope_protein_diii	5vig
seq_865	seq_865	spike_protein_s1	7fcp
seq_865	seq_894	hiv-1_hxbc2_gp120_core	3idy
seq_865	seq_1014	dengue_1_envelope_diii_domain	5vic
seq_865	seq_1032	interleukin-4_receptor_subunit_alpha	6wgl
seq_872	seq_584	h(+)/cl(-)_exchange_transporter_clca	2fed
seq_872	seq_872	fusion_glycoprotein_f0,envelope_glycoprotein_fusion	6w16
seq_877	seq_144	spike_glycoprotein	8yro
seq_877	seq_537	envelope_glycoprotein_e	4ut6
seq_877	seq_752	alpha-hemolysin	4u6v
seq_877	seq_758	phosphate-binding_protein_psts_1	7dm2
seq_877	seq_877	apolipoprotein_l1	7lfa
seq_877	seq_892	cadherin-6	5veb
seq_877	seq_919	clade_a/e_93th057_hiv-1_gp120_core	5te6
seq_879	seq_879	receptor_tyrosine-protein_kinase_erbb-2	3wlw
seq_880	seq_880	spike_glycoprotein	7v2a
seq_882	seq_882	spike_protein_s1	7or9
seq_884	seq_884	surface_glycoprotein	7bnv
seq_885	seq_885	hemagglutinin	5xhv
seq_893	seq_203	envelope_glycoprotein_b	8kfa
seq_893	seq_893	spike_glycoprotein	7e3k
seq_896	seq_896	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4yfl
seq_897	seq_433	spike_glycoprotein_s1	7vng
seq_897	seq_473	atypical_chemokine_receptor_3	7sk3
seq_897	seq_518	insulin-degrading_enzyme	5uoe
seq_897	seq_897	voltage-sensor_containing_phosphatase	4g7v
seq_900	seq_900	surface_glycoprotein	7prz
seq_907	seq_907	toxin_b	7so5
seq_908	seq_908	glycoprotein_g2	7s8h
seq_912	seq_387	cadmium_and_zinc_efflux_pump_fief	8f6e
seq_912	seq_912	dass_family_sodium-coupled_anion_symporter	6ww5
seq_917	seq_917	envelope_glycoprotein_gp160	4ydi
seq_923	seq_923	circumsporozoite_protein	7rxi
seq_926	seq_926	hemagglutinin	6iuv
