pdb,cluster
8znz,SEQ_H1_7_3
9dq3,SEQ_H1_7_3
5vig,SEQ_H1_7_3
7amr,SEQ_H1_7_3
4dqo,SEQ_H1_7_3
2qqn,SEQ_H1_7_3
1h0d,SEQ_H1_7_3
7dzx,SEQ_H1_7_3
4uu9,SEQ_H1_7_3
6oej,SEQ_H1_7_3
6wno,SEQ_H1_7_3
6x4t,SEQ_H1_7_3
7e3o,SEQ_H1_7_3
7eng,SEQ_H1_7_3
6ii4,SEQ_H1_7_3
6b0s,SEQ_H1_7_3
7bpk,SEQ_H1_7_3
7n4l,SEQ_H1_7_3
6m3b,SEQ_H1_7_3
4qci,SEQ_H1_7_3
3ux9,SEQ_H1_7_3
7s0b,SEQ_H1_7_3
7s0d,SEQ_H1_7_3
6cyf,SEQ_H1_7_3
4p59,SEQ_H1_7_3
7rxl,SEQ_H1_7_3
7cu5,SEQ_H1_7_3
4k8r,SEQ_H1_7_3
7s0c,SEQ_H1_7_3
7kqb,SEQ_H1_7_3
7wi0,SEQ_H1_7_3
7lcv,SEQ_H1_7_3
7ly3,SEQ_H1_7_3
6txz,SEQ_H1_7_3
5grj,SEQ_H1_7_3
7k8z,SEQ_H1_7_3
4y5v,SEQ_H1_7_3
6jjp,SEQ_H1_7_3
6o25,SEQ_H1_7_3
4dkf,SEQ_H1_7_3
7q0i,SEQ_H1_7_3
4y5x,SEQ_H1_7_3
3bn9,SEQ_H1_7_3
6umx,SEQ_H1_7_3
6uta,SEQ_H1_7_3
7tzh,SEQ_H1_7_3
6u02,SEQ_H1_7_3
6ktr,SEQ_H1_7_3
7jv4,SEQ_H1_7_3
7tb8,SEQ_H1_7_3
6vca,SEQ_H1_7_3
6ii8,SEQ_H1_7_3
7r40,SEQ_H1_7_3
5mes,SEQ_H1_7_3
7jva,SEQ_H1_7_3
7pnm,SEQ_H1_7_3
6kyz,SEQ_H1_7_3
6att,SEQ_H1_7_3
7dzy,SEQ_H1_7_3
5ggv,SEQ_H1_7_3
7si2,SEQ_H1_7_3
7dpm,SEQ_H1_7_3
6yye,SEQ_H1_7_3
7l7r,SEQ_H1_7_3
7czu,SEQ_H1_7_3
7dk2,SEQ_H1_7_3
7ej4,SEQ_H1_7_3
7rew,SEQ_H1_7_3
7f3q,SEQ_H1_7_3
4ers,SEQ_H1_7_3
6nms,SEQ_H1_7_3
4xx1,SEQ_H1_7_3
4qhu,SEQ_H1_7_3
2vxs,SEQ_H1_7_3
7mxl,SEQ_H1_7_3
7cwn,SEQ_H1_7_3
7wog,SEQ_H1_7_3
7wo4,SEQ_H1_7_3
8dzh,SEQ_H1_7_3
7tjq,SEQ_H1_7_3
8e7m,SEQ_H1_7_3
8as0,SEQ_H1_7_3
8dxt,SEQ_H1_7_3
7yck,SEQ_H1_7_3
7xcz,SEQ_H1_7_3
7wsl,SEQ_H1_7_3
7x95,SEQ_H1_7_3
8cwi,SEQ_H1_7_3
8dww,SEQ_H1_7_3
7vzt,SEQ_H1_7_3
8eoo,SEQ_H1_7_3
5xj3,SEQ_H1_7_3
8f6x,SEQ_H1_7_3
8dz3,SEQ_H1_7_3
8dzw,SEQ_H1_7_3
8ghp,SEQ_H1_7_3
8f0i,SEQ_H1_7_3
8eqf,SEQ_H1_7_3
8bk2,SEQ_H1_7_3
8i5l,SEQ_H1_7_3
8f2x,SEQ_H1_7_3
8wsu,SEQ_H1_7_3
8r9y,SEQ_H1_7_3
8r9w,SEQ_H1_7_3
8vk1,SEQ_H1_7_3
8rpb,SEQ_H1_7_3
8rp8,SEQ_H1_7_3
8xse,SEQ_H1_7_3
8xse,SEQ_H1_7_3
8zhe,SEQ_H1_7_3
8tft,SEQ_H1_7_3
8tbb,SEQ_H1_7_3
8uzc,SEQ_H1_7_3
8s6z,SEQ_H1_7_3
8ume,SEQ_H1_7_3
9aru,SEQ_H1_7_3
8v13,SEQ_H1_7_3
9l6c,SEQ_H1_7_3
9l6c,SEQ_H1_7_3
4oqt,SEQ_H1_7_3
7mzj,SEQ_H1_7_3
7uvh,SEQ_H1_7_3
9l1s,SEQ_H1_7_3
8hn7,SEQ_H1_7_3
2ghw,SEQ_H1_7_3
8pwx,SEQ_H1_7_3
7vux,SEQ_H1_7_3
8cbd,SEQ_H1_7_3
7ua2,SEQ_H1_7_3
7e39,SEQ_H1_7_3
5yoy,SEQ_H1_7_3
7zbu,SEQ_H1_7_3
8f2j,SEQ_H1_7_3
8dfi,SEQ_H1_7_3
7wr9,SEQ_H1_7_3
8k5g,SEQ_H1_7_3
7wsc,SEQ_H1_7_3
6ye3,SEQ_H1_7_3
7mtb,SEQ_H1_7_3
7wwl,SEQ_H1_7_3
7u9p,SEQ_H1_7_3
7sk3,SEQ_H1_7_3
7x08,SEQ_H1_7_3
7u9w,SEQ_H1_7_3
7x92,SEQ_H1_7_3
6xpz,SEQ_H1_7_3
7ntc,SEQ_H1_7_3
2xqb,SEQ_H1_7_3
6nmu,SEQ_H1_7_3
8eji,SEQ_H1_7_3
9cci,SEQ_H1_7_3
9b2w,SEQ_H1_7_3
8dg9,SEQ_H1_7_3
6xzw,SEQ_H1_7_3
7wwm,SEQ_H1_7_3
7mmn,SEQ_H1_7_3
8tea,SEQ_H1_7_3
7s0x,SEQ_H1_7_3
8khc,SEQ_H1_7_3
7ey5,SEQ_H1_7_3
8sja,SEQ_H1_7_3
8dfh,SEQ_H1_7_3
8keo,SEQ_H1_7_3
5x8l,SEQ_H1_7_3
8ez7,SEQ_H1_7_3
7ly9,SEQ_H1_7_3
5veb,SEQ_H1_7_3
7dm2,SEQ_H1_7_3
4ut6,SEQ_H1_7_3
4u6v,SEQ_H1_7_3
7djz,SEQ_H1_7_3
7wi0,SEQ_H1_7_3
7e3k,SEQ_H1_7_3
7l7e,SEQ_H1_7_3
8bg8,SEQ_H1_7_3
6wo4,SEQ_H1_7_3
7n62,SEQ_H1_7_3
6o9h,SEQ_H1_7_3
7mem,SEQ_H1_7_3
8dg8,SEQ_H1_7_3
7ucq,SEQ_H1_7_3
8h7l,SEQ_H1_7_3
7v23,SEQ_H1_7_3
5w42,SEQ_H1_7_3
4hfu,SEQ_H1_7_3
2cmr,SEQ_H1_7_3
9dpc,SEQ_H1_7_3
8gto,SEQ_H1_7_3
8r1d,SEQ_H1_7_3
7laa,SEQ_H1_7_3
4kv5,SEQ_H1_7_3
8yro,SEQ_H1_7_3
6u6u,SEQ_H1_7_3
6xy2,SEQ_H1_7_3
5occ,SEQ_H1_7_3
7l2f,SEQ_H1_7_3
7cgw,SEQ_H1_7_3
8ivx,SEQ_H1_7_3
7tcc,SEQ_H1_7_3
9b8j,SEQ_H1_7_3
8gye,SEQ_H1_7_3
8sdg,SEQ_H1_7_3
7s07,SEQ_H1_7_3
8vc7,SEQ_H1_7_3
7niw,SEQ_H1_7_3
6woz,SEQ_H1_7_3
4zs6,SEQ_H1_7_3
4i77,SEQ_H1_7_3
6ukj,SEQ_H1_7_3
7tpg,SEQ_H1_7_3
4rrp,SEQ_H1_7_3
8tnj,SEQ_H1_7_3
8smm,SEQ_H1_7_3
8cxi,SEQ_H1_7_3
6o39,SEQ_H1_7_3
7q9j,SEQ_H1_7_3
5eii,SEQ_H1_7_3
5bk2,SEQ_H1_7_3
5vkd,SEQ_H1_7_3
6fy1,SEQ_H1_7_3
5k9q,SEQ_H1_7_3
5w4l,SEQ_H1_7_3
8gnh,SEQ_H1_7_3
6mtq,SEQ_H1_7_3
7xdl,SEQ_H1_7_3
7uc8,SEQ_H1_7_3
7n3c,SEQ_H1_7_3
5ibl,SEQ_H1_7_3
5k9o,SEQ_H1_7_3
8ved,SEQ_H1_7_3
8g4p,SEQ_H1_7_3
6phb,SEQ_H1_7_3
7rr0,SEQ_H1_7_3
9b3k,SEQ_H1_7_3
7xj6,SEQ_H1_7_3
8kfa,SEQ_H1_7_3
8db4,SEQ_H1_7_3
8tv1,SEQ_H1_7_3
4dag,SEQ_H1_7_3
7r7n,SEQ_H1_7_3
7ru4,SEQ_H1_7_3
8qrf,SEQ_H1_7_3
8cim,SEQ_H1_7_3
3pgf,SEQ_H1_7_3
7mnl,SEQ_H1_7_3
4nnp,SEQ_H1_7_3
6o3a,SEQ_H1_7_3
7pgb,SEQ_H1_7_3
8pg0,SEQ_H1_7_3
5c8j,SEQ_H1_7_3
5uoe,SEQ_H1_7_3
7vng,SEQ_H1_7_3
7sk3,SEQ_H1_7_3
5bjz,SEQ_H1_7_3
4g7v,SEQ_H1_7_3
8dad,SEQ_H1_7_3
7x7o,SEQ_H1_7_3
7wp0,SEQ_H1_7_3
8s6m,SEQ_H1_7_3
9au2,SEQ_H1_7_3
5cd5,SEQ_H1_7_3
6ww5,SEQ_H1_7_3
7uvq,SEQ_H1_7_3
8f6e,SEQ_H1_7_3
4ttd,SEQ_H1_7_3
5ggr,SEQ_H1_7_3
8jkh,SEQ_H1_7_3
7s5q,SEQ_H1_7_3
8ez8,SEQ_H1_7_3
2eks,SEQ_H1_7_3
6pdx,SEQ_H1_7_3
5f72,SEQ_H1_7_3
7yvi,SEQ_H1_7_3
2h9g,SEQ_H1_7_3
7n3d,SEQ_H1_7_3
7m3i,SEQ_H1_7_3
7msq,SEQ_H1_7_3
7ce2,SEQ_H1_7_3
4yk4,SEQ_H1_7_3
7czp,SEQ_H1_7_3
7czx,SEQ_H1_7_3
7sts,SEQ_H1_7_3
8jio,SEQ_H1_7_3
7str,SEQ_H1_7_3
7akd,SEQ_H1_7_3
3hi1,SEQ_H1_7_3
3q1s,SEQ_H1_7_3
6iut,SEQ_H1_7_3
7tri,SEQ_H1_7_3
8tnl,SEQ_H1_7_3
8eay,SEQ_H1_7_3
7yds,SEQ_H1_7_3
4edw,SEQ_H1_7_3
6xpy,SEQ_H1_7_3
8v5s,SEQ_H1_7_3
8dfg,SEQ_H1_7_3
8pww,SEQ_H1_7_3
6lxj,SEQ_H1_7_3
2dd8,SEQ_H1_7_3
5vag,SEQ_H1_7_3
6vgr,SEQ_H1_7_3
5gmq,SEQ_H1_7_3
6wh9,SEQ_H1_7_3
4xak,SEQ_H1_7_3
7zr9,SEQ_H1_7_3
5czv,SEQ_H1_7_3
7tht,SEQ_H1_7_3
5cba,SEQ_H1_7_3
7dx4,SEQ_H1_7_3
7m6i,SEQ_H1_7_3
5cbe,SEQ_H1_7_3
7dk0,SEQ_H1_7_3
3nps,SEQ_H1_7_3
6o41,SEQ_H1_7_3
4m8q,SEQ_H1_7_3
4hj0,SEQ_H1_7_3
4dn4,SEQ_H1_7_3
5xmh,SEQ_H1_7_3
7s6j,SEQ_H1_7_3
7cyv,SEQ_H1_7_3
6mto,SEQ_H1_7_3
7v3l,SEQ_H1_7_3
7sd3,SEQ_H1_7_3
7x25,SEQ_H1_7_3
7wqv,SEQ_H1_7_3
7xj6,SEQ_H1_7_3
8byu,SEQ_H1_7_3
8sxp,SEQ_H1_7_3
8pwv,SEQ_H1_7_3
8z4e,SEQ_H1_7_3
8zho,SEQ_H1_7_3
7qf1,SEQ_H1_7_3
8pwu,SEQ_H1_7_3
7jie,SEQ_H1_7_3
7kra,SEQ_H1_7_3
7e23,SEQ_H1_7_3
7e5o,SEQ_H1_7_3
6mlk,SEQ_H1_7_3
6xqw,SEQ_H1_7_3
6ii9,SEQ_H1_7_3
7m7b,SEQ_H1_7_3
7po5,SEQ_H1_7_3
7pnq,SEQ_H1_7_3
7ycn,SEQ_H1_7_3
8w0x,SEQ_H1_7_3
8ee1,SEQ_H1_7_3
6v4n,SEQ_H1_7_3
7s1b,SEQ_H1_7_3
6wqo,SEQ_H1_7_3
7wph,SEQ_H1_8_1
6dfh,SEQ_H1_8_1
5gzo,SEQ_H1_8_1
8vuj,SEQ_H1_8_1
7mdp,SEQ_H1_8_1
8x0y,SEQ_H1_8_1
8ezk,SEQ_H1_8_1
6b0h,SEQ_H1_8_1
4xnm,SEQ_H1_8_1
7kde,SEQ_H1_8_2
4m5z,SEQ_H1_8_3
7yv1,SEQ_H1_8_3
8dcc,SEQ_H1_8_3
7xdl,SEQ_H1_8_3
7shu,SEQ_H1_8_3
7uvq,SEQ_H1_8_3
7shz,SEQ_H1_8_3
7bsc,SEQ_H1_8_3
6pzy,SEQ_H1_8_3
7shy,SEQ_H1_8_3
7si0,SEQ_H1_8_3
8erq,SEQ_H1_9_1
8t6m,SEQ_H1_9_1
8vye,SEQ_H1_9_1
7wrj,SEQ_H1_9_1
8tma,SEQ_H1_9_1
9bdf,SEQ_H1_9_1
7wee,SEQ_H1_9_1
3lev,SEQ_H1_9_1
7ycy,SEQ_H1_9_1
8gdr,SEQ_H1_9_1
4ps4,SEQ_H1_9_1
8rmx,SEQ_H1_9_1
7yvk,SEQ_H1_9_1
7lss,SEQ_H1_9_1
7cm4,SEQ_H1_9_1
7d0d,SEQ_H1_9_1
8hp9,SEQ_H1_9_1
7xsa,SEQ_H1_9_1
7yve,SEQ_H1_9_1
7t01,SEQ_H1_9_1
6vug,SEQ_H1_9_1
7mmo,SEQ_H1_9_1
4g6m,SEQ_H1_9_1
6urm,SEQ_H1_9_1
6ywc,SEQ_H1_9_1
8ywq,SEQ_H1_9_1
8rgz,SEQ_H1_9_1
8cw9,SEQ_H1_9_1
6ywd,SEQ_H1_9_1
3l5x,SEQ_H1_9_1
7ox1,SEQ_H1_9_2
8vww,SEQ_H1_9_2
7bq5,SEQ_H1_9_2
6oe4,SEQ_H1_9_2
6oan,SEQ_H1_9_2
7m30,SEQ_H1_9_2
8tp9,SEQ_H1_9_2
8bbo,SEQ_H1_9_2
8y4c,SEQ_H1_9_2
7ttx,SEQ_H1_9_2
7q0h,SEQ_H1_9_2
6uig,SEQ_H1_9_2
5ush,SEQ_H1_9_2
8v5q,SEQ_H1_9_2
8vcr,SEQ_H1_9_2
8cbd,SEQ_H1_9_2
6e4x,SEQ_H1_9_2
7kn4,SEQ_H1_9_2
7n5h,SEQ_H1_9_2
7y0v,SEQ_H1_9_2
8e6j,SEQ_H1_9_2
7qnw,SEQ_H1_9_2
8vvk,SEQ_H1_9_2
8u1q,SEQ_H1_9_2
8dwx,SEQ_H1_9_2
7ps0,SEQ_H1_9_2
9mer,SEQ_H1_9_2
5sx4,SEQ_H1_9_2
7czw,SEQ_H1_9_2
8e6k,SEQ_H1_9_2
8u1s,SEQ_H1_9_2
8r1c,SEQ_H1_9_2
7pry,SEQ_H1_9_3
7oly,SEQ_H1_9_3
5d1z,SEQ_H1_9_3
7ps7,SEQ_H1_9_3
6pze,SEQ_H1_9_3
5uqy,SEQ_H1_9_3
5xwd,SEQ_H1_9_3
7rbu,SEQ_H1_9_3
9bif,SEQ_H1_9_3
6r2s,SEQ_H1_9_3
7kql,SEQ_H1_9_3
6i04,SEQ_H1_9_3
5o1r,SEQ_H1_9_3
6tou,SEQ_H1_9_3
7bel,SEQ_H1_9_3
5k59,SEQ_H1_9_3
7l7r,SEQ_H1_9_3
8veb,SEQ_H1_9_3
8zho,SEQ_H1_9_3
2vxq,SEQ_H1_9_3
5utz,SEQ_H1_9_3
5w1k,SEQ_H1_9_3
5xku,SEQ_H1_9_3
8vef,SEQ_H1_9_3
8jqm,SEQ_H1_9_3
7uxl,SEQ_H1_9_3
7unb,SEQ_H1_9_3
8zgu,SEQ_H1_9_3
7t17,SEQ_H1_9_3
6nn3,SEQ_H1_9_3
4rfo,SEQ_H1_9_3
5bv7,SEQ_H1_9_3
2j6e,SEQ_H1_9_3
8tp6,SEQ_H1_9_3
8eoo,SEQ_H1_9_3
8v9d,SEQ_H1_9_3
3b2u,SEQ_H1_9_3
8yx1,SEQ_H1_9_3
8tp7,SEQ_H1_9_3
