pdb,cluster
8zby,SEQ_H2_6_3
5wk3,SEQ_H2_6_3
7n3c,SEQ_H2_6_3
3hmx,SEQ_H2_6_3
7fcp,SEQ_H2_6_3
7ezv,SEQ_H2_6_3
8hrd,SEQ_H2_6_3
7xdl,SEQ_H2_6_3
7t9n,SEQ_H2_6_3
3x3f,SEQ_H2_6_3
8yro,SEQ_H2_6_3
7y6l,SEQ_H2_6_3
5ibl,SEQ_H2_6_3
5o14,SEQ_H2_6_3
7n4i,SEQ_H2_6_3
7jwg,SEQ_H2_6_3
7bnv,SEQ_H2_6_3
7v2a,SEQ_H2_6_3
7k8v,SEQ_H2_6_3
5tz2,SEQ_H2_6_3
7m6e,SEQ_H2_6_3
5mvz,SEQ_H2_6_3
7upl,SEQ_H2_6_3
7xw7,SEQ_H2_6_3
8dzh,SEQ_H2_6_3
8bsf,SEQ_H2_6_3
8u1c,SEQ_H2_6_3
8wsn,SEQ_H2_6_3
8sdh,SEQ_H2_6_3
8tvj,SEQ_H2_6_3
8tv3,SEQ_H2_6_3
8vus,SEQ_H2_6_3
8z6r,SEQ_H2_6_3
8z6u,SEQ_H2_6_3
8gf2,SEQ_H2_6_3
6fy1,SEQ_H2_6_3
5bo1,SEQ_H2_6_3
7ps4,SEQ_H2_6_3
6wmw,SEQ_H2_6_3
7lfa,SEQ_H2_6_3
8fgx,SEQ_H2_6_3
5l0q,SEQ_H2_6_3
9bjg,SEQ_H2_6_3
7rxp,SEQ_H2_6_3
8w0w,SEQ_H2_6_3
7ykj,SEQ_H2_6_3
6dkj,SEQ_H2_6_3
8dv6,SEQ_H2_6_3
5y11,SEQ_H2_6_3
8tvd,SEQ_H2_6_3
6al5,SEQ_H2_6_3
4dkf,SEQ_H2_6_3
9cci,SEQ_H2_6_3
7pc2,SEQ_H2_6_3
9au2,SEQ_H2_6_3
8a44,SEQ_H2_6_3
8cwi,SEQ_H2_6_3
6wno,SEQ_H2_6_3
7pnm,SEQ_H2_6_3
4g6j,SEQ_H2_6_3
7t7b,SEQ_H2_6_3
6bf4,SEQ_H2_6_3
7sjn,SEQ_H2_6_3
5f72,SEQ_H2_6_3
8tco,SEQ_H2_6_3
7lcn,SEQ_H2_6_3
6b9j,SEQ_H2_6_3
7e7x,SEQ_H2_6_3
1iqd,SEQ_H2_6_3
6oao,SEQ_H2_6_3
7lab,SEQ_H2_6_3
5lsp,SEQ_H2_6_3
7cws,SEQ_H2_6_3
7sj0,SEQ_H2_6_3
8b7h,SEQ_H2_6_3
8dm3,SEQ_H2_6_3
3jwo,SEQ_H2_6_3
6aod,SEQ_H2_6_3
8ivw,SEQ_H2_6_3
8swh,SEQ_H2_6_3
7l2d,SEQ_H2_6_3
8us0,SEQ_H2_6_3
7l2c,SEQ_H2_6_3
7wo4,SEQ_H2_6_3
7dzy,SEQ_H2_6_3
6x4t,SEQ_H2_6_3
6wir,SEQ_H2_6_3
7dzx,SEQ_H2_6_3
7fjo,SEQ_H2_6_3
5e8e,SEQ_H2_6_3
1jps,SEQ_H2_6_3
5anm,SEQ_H2_6_3
8hes,SEQ_H2_6_3
4y5v,SEQ_H2_6_3
4y5y,SEQ_H2_6_3
3u4e,SEQ_H2_6_3
8u5l,SEQ_H2_6_3
7xsb,SEQ_H2_6_3
8rz1,SEQ_H2_6_3
7laa,SEQ_H2_6_3
5usl,SEQ_H2_6_3
7dk2,SEQ_H2_6_3
6u02,SEQ_H2_6_3
7jv4,SEQ_H2_6_3
7jva,SEQ_H2_6_3
7wwl,SEQ_H2_6_3
7vzt,SEQ_H2_6_3
8zhe,SEQ_H2_6_3
5xj4,SEQ_H2_6_3
7m42,SEQ_H2_6_3
5o4o,SEQ_H2_6_3
7phu,SEQ_H2_6_3
5if0,SEQ_H2_6_3
7lop,SEQ_H2_6_3
6xey,SEQ_H2_6_3
5fec,SEQ_H2_6_3
6b08,SEQ_H2_6_3
7mzh,SEQ_H2_6_3
5ggs,SEQ_H2_6_3
6yxd,SEQ_H2_6_3
7l56,SEQ_H2_6_3
6xlq,SEQ_H2_6_3
7nd7,SEQ_H2_6_3
6myy,SEQ_H2_6_3
8f5n,SEQ_H2_6_3
8e1p,SEQ_H2_6_3
8qq0,SEQ_H2_6_3
8pwh,SEQ_H2_6_3
8qkr,SEQ_H2_6_3
9clp,SEQ_H2_6_3
8vym,SEQ_H2_6_3
9l1s,SEQ_H2_6_3
9auh,SEQ_H2_6_3
8u1p,SEQ_H2_6_3
9azr,SEQ_H2_6_3
9bdg,SEQ_H2_6_3
7qti,SEQ_H2_6_3
8wyj,SEQ_H2_6_3
8u4q,SEQ_H2_6_3
7ubs,SEQ_H2_6_3
4ypg,SEQ_H2_6_3
5xj3,SEQ_H2_6_3
7swp,SEQ_H2_6_3
7wi0,SEQ_H2_6_3
8zr4,SEQ_H2_6_3
8t9z,SEQ_H2_6_3
6u6u,SEQ_H2_6_3
6o9i,SEQ_H2_6_3
6um7,SEQ_H2_6_3
9aug,SEQ_H2_6_3
9jbq,SEQ_H2_6_3
7mxl,SEQ_H2_6_3
6xzw,SEQ_H2_6_3
3ulu,SEQ_H2_6_3
5w4l,SEQ_H2_6_3
7rdw,SEQ_H2_6_3
8v5l,SEQ_H2_6_3
1i9r,SEQ_H2_6_3
7m6h,SEQ_H2_6_3
7czy,SEQ_H2_6_3
8rh0,SEQ_H2_6_3
7u9o,SEQ_H2_6_3
8hn7,SEQ_H2_6_3
9azt,SEQ_H2_6_3
8znz,SEQ_H2_6_3
8gpx,SEQ_H2_6_3
5vl7,SEQ_H2_6_3
8sm1,SEQ_H2_6_3
7x8w,SEQ_H2_6_3
6b0e,SEQ_H2_6_3
6wh9,SEQ_H2_6_3
6b0g,SEQ_H2_6_3
7or9,SEQ_H2_6_3
3wlw,SEQ_H2_6_3
7m6g,SEQ_H2_6_3
6pzz,SEQ_H2_6_3
5k9o,SEQ_H2_6_3
7lex,SEQ_H2_6_3
7luc,SEQ_H2_6_3
7lue,SEQ_H2_6_3
7yix,SEQ_H2_6_3
7wn8,SEQ_H2_6_3
2xqb,SEQ_H2_6_3
6wvz,SEQ_H2_6_3
8hld,SEQ_H2_6_3
7yvi,SEQ_H2_6_3
8s6m,SEQ_H2_6_3
8tr3,SEQ_H2_6_3
8blq,SEQ_H2_6_3
8cwj,SEQ_H2_6_3
7z12,SEQ_H2_6_3
7xjf,SEQ_H2_6_3
6t3j,SEQ_H2_6_3
7uvf,SEQ_H2_6_3
6t3j,SEQ_H2_6_3
6mvl,SEQ_H2_6_3
6svl,SEQ_H2_6_3
7eh5,SEQ_H2_6_3
6phf,SEQ_H2_6_3
7ubr,SEQ_H2_6_3
4irz,SEQ_H2_6_3
2h9g,SEQ_H2_6_3
1uj3,SEQ_H2_6_3
4z5r,SEQ_H2_6_3
7amr,SEQ_H2_6_3
7amq,SEQ_H2_6_3
7yk4,SEQ_H2_6_3
5iwl,SEQ_H2_6_3
8hlb,SEQ_H2_6_3
7t25,SEQ_H2_6_3
2r0k,SEQ_H2_6_3
7lf2,SEQ_H2_6_3
5tzt,SEQ_H2_6_3
4zso,SEQ_H2_6_3
7usl,SEQ_H2_6_3
8vgn,SEQ_H2_6_3
8ath,SEQ_H2_6_3
8szy,SEQ_H2_6_3
7cwn,SEQ_H2_6_3
7f15,SEQ_H2_6_3
9dq5,SEQ_H2_6_3
3d85,SEQ_H2_6_3
5vqm,SEQ_H2_6_3
4mxw,SEQ_H2_6_3
7ul0,SEQ_H2_6_3
7ps6,SEQ_H2_6_3
8eb2,SEQ_H2_6_3
5vn8,SEQ_H2_6_3
7sfw,SEQ_H2_6_3
7fjc,SEQ_H2_6_3
8y3i,SEQ_H2_6_3
8sis,SEQ_H2_6_3
5otj,SEQ_H2_6_3
5esv,SEQ_H2_6_3
8yww,SEQ_H2_6_3
8ywx,SEQ_H2_6_3
6q20,SEQ_H2_6_3
8z4e,SEQ_H2_6_3
6q1z,SEQ_H2_6_3
8eqf,SEQ_H2_6_3
8d7e,SEQ_H2_6_3
8k5g,SEQ_H2_6_3
7rr0,SEQ_H2_6_3
7r6x,SEQ_H2_6_3
7e3k,SEQ_H2_6_3
7lrt,SEQ_H2_6_3
7qez,SEQ_H2_6_3
6mg7,SEQ_H2_6_3
7beo,SEQ_H2_6_3
7tcc,SEQ_H2_6_3
7x7o,SEQ_H2_6_3
7orb,SEQ_H2_6_3
7qti,SEQ_H2_6_3
8dad,SEQ_H2_6_3
7x91,SEQ_H2_6_3
7s5r,SEQ_H2_6_3
7s5q,SEQ_H2_6_3
7xj6,SEQ_H2_6_3
8bg8,SEQ_H2_6_3
8gsb,SEQ_H2_6_3
8hgl,SEQ_H2_6_3
7ezv,SEQ_H2_6_3
7wch,SEQ_H2_6_3
6w16,SEQ_H2_6_3
7l7e,SEQ_H2_6_3
7ps5,SEQ_H2_6_3
7xic,SEQ_H2_6_3
7ley,SEQ_H2_6_3
7kqh,SEQ_H2_6_3
7s0c,SEQ_H2_6_3
6ppg,SEQ_H2_6_3
7kqg,SEQ_H2_6_3
3hi6,SEQ_H2_6_3
7ly9,SEQ_H2_6_3
6e63,SEQ_H2_6_3
5k9q,SEQ_H2_6_3
8sja,SEQ_H2_6_3
8ez7,SEQ_H2_6_3
7kdd,SEQ_H2_6_3
4ot1,SEQ_H2_6_3
7orb,SEQ_H2_6_3
4od2,SEQ_H2_6_3
6fax,SEQ_H2_6_3
8yx9,SEQ_H2_6_3
8el2,SEQ_H2_6_3
8pmz,SEQ_H2_6_3
7bu8,SEQ_H2_6_3
7mw6,SEQ_H2_6_3
6vmj,SEQ_H2_6_3
8u1p,SEQ_H2_6_3
6vgr,SEQ_H2_6_3
3skj,SEQ_H2_6_3
4oqt,SEQ_H2_6_3
4i2x,SEQ_H2_6_3
3sqo,SEQ_H2_6_3
6b0n,SEQ_H2_6_3
4xny,SEQ_H2_6_3
7ugq,SEQ_H2_6_3
4ydl,SEQ_H2_6_3
6mlm,SEQ_H2_6_3
7mzk,SEQ_H2_6_3
8jg5,SEQ_H2_6_3
8uky,SEQ_H2_6_3
7mem,SEQ_H2_6_3
7cu5,SEQ_H2_6_3
6xxv,SEQ_H2_6_3
6nmu,SEQ_H2_6_3
4v1d,SEQ_H2_6_3
5wux,SEQ_H2_6_3
7tjq,SEQ_H2_6_3
8ruu,SEQ_H2_6_3
7wb5,SEQ_H2_6_3
6wmw,SEQ_H2_6_3
6bft,SEQ_H2_6_3
6i07,SEQ_H2_6_3
8dwy,SEQ_H2_6_3
4d9r,SEQ_H2_6_3
3t2n,SEQ_H2_6_3
7wkx,SEQ_H2_6_3
7lfb,SEQ_H2_6_3
7byr,SEQ_H2_6_3
8csj,SEQ_H2_6_3
6rcv,SEQ_H2_6_3
8sj4,SEQ_H2_6_3
3wsq,SEQ_H2_6_3
7ll1,SEQ_H2_6_3
7te1,SEQ_H2_6_3
5w08,SEQ_H2_6_3
6mfp,SEQ_H2_6_3
8sb5,SEQ_H2_6_3
8sb2,SEQ_H2_6_3
8sas,SEQ_H2_6_3
8sau,SEQ_H2_6_3
6eyo,SEQ_H2_6_3
8sb0,SEQ_H2_6_3
8sb3,SEQ_H2_6_3
8say,SEQ_H2_6_3
8sb4,SEQ_H2_6_3
8vgv,SEQ_H2_6_3
8saz,SEQ_H2_6_3
8sb1,SEQ_H2_6_3
7st5,SEQ_H2_6_3
8vqd,SEQ_H2_6_3
2qqn,SEQ_H2_6_3
6wn1,SEQ_H2_6_3
7klg,SEQ_H2_6_3
7kml,SEQ_H2_6_3
3p0y,SEQ_H2_6_3
3grw,SEQ_H2_6_3
7mw3,SEQ_H2_6_3
3nfp,SEQ_H2_6_3
8pwh,SEQ_H2_6_3
6bgt,SEQ_H2_6_3
7chy,SEQ_H2_6_3
5xhv,SEQ_H2_6_3
2wub,SEQ_H2_6_3
8vgp,SEQ_H2_6_3
2fjg,SEQ_H2_6_3
5tzu,SEQ_H2_6_3
4al8,SEQ_H2_6_3
5grj,SEQ_H2_6_3
8ffe,SEQ_H2_6_3
5o4g,SEQ_H2_6_3
8dfi,SEQ_H2_6_3
4yfl,SEQ_H2_6_3
7ucq,SEQ_H2_6_3
7ui1,SEQ_H2_6_3
9c44,SEQ_H2_6_3
3idy,SEQ_H2_6_3
7wr9,SEQ_H2_6_3
5f9o,SEQ_H2_6_3
8cz8,SEQ_H2_6_3
7vyr,SEQ_H2_6_3
6umx,SEQ_H2_6_3
9dq3,SEQ_H2_6_3
7wsc,SEQ_H2_6_3
7yrn,SEQ_H2_6_3
6uye,SEQ_H2_6_3
5czv,SEQ_H2_6_3
4jb9,SEQ_H2_6_3
4ydi,SEQ_H2_6_3
5te6,SEQ_H2_6_3
7k8z,SEQ_H2_6_3
8y4a,SEQ_H2_6_3
8ts0,SEQ_H2_6_3
7chz,SEQ_H2_6_3
7mlh,SEQ_H2_6_3
7ytn,SEQ_H2_6_3
4j6r,SEQ_H2_6_3
5cd5,SEQ_H2_6_3
5t3z,SEQ_H2_6_3
8sxj,SEQ_H2_6_3
8il3,SEQ_H2_6_3
7s07,SEQ_H2_8_1
6m3c,SEQ_H2_8_1
4cni,SEQ_H2_8_1
8v52,SEQ_H2_8_1
7e7e,SEQ_H2_8_1
7ls9,SEQ_H2_8_1
7kzb,SEQ_H2_8_1
7n0a,SEQ_H2_8_1
8sdg,SEQ_H2_8_1
4g3y,SEQ_H2_8_1
7jx3,SEQ_H2_8_2
8wsp,SEQ_H2_8_2
7x8y,SEQ_H2_8_2
7ey5,SEQ_H2_8_2
8suo,SEQ_H2_8_2
8ekd,SEQ_H2_8_2
8r8k,SEQ_H2_8_2
7mzj,SEQ_H2_8_2
8khc,SEQ_H2_8_3
6o2b,SEQ_H2_8_3
7dm1,SEQ_H2_8_3
8tjn,SEQ_H2_8_3
8jmm,SEQ_H2_8_3
8vkx,SEQ_H2_8_3
8ghk,SEQ_H2_8_3
