pdb,cluster
4kv5,SEQ_L1_12_3
7r8l,SEQ_L1_12_3
9fgs,SEQ_L1_12_3
6cmg,SEQ_L1_12_3
7ce2,SEQ_L1_12_3
9fgr,SEQ_L1_12_3
7q9f,SEQ_L1_12_3
7ket,SEQ_L1_12_3
1iqd,SEQ_L1_12_3
6utk,SEQ_L1_12_3
4hwb,SEQ_L1_12_3
7s4s,SEQ_L1_12_3
5xmh,SEQ_L1_12_3
8bk2,SEQ_L1_12_3
7xdl,SEQ_L1_12_3
5vn8,SEQ_L1_12_3
6vgr,SEQ_L1_12_3
6wo4,SEQ_L1_12_3
8xsd,SEQ_L1_12_3
5w4l,SEQ_L1_12_3
8tzy,SEQ_L1_12_3
8gpx,SEQ_L1_12_3
8wyj,SEQ_L1_12_3
6b9j,SEQ_L1_12_3
3w9e,SEQ_L1_12_3
7zr9,SEQ_L1_12_3
5wi9,SEQ_L1_12_3
6o2b,SEQ_L1_12_3
9bj3,SEQ_L1_12_3
4ypg,SEQ_L1_12_3
3hi1,SEQ_L1_12_3
7e3k,SEQ_L1_12_3
7rdw,SEQ_L1_12_3
5xj4,SEQ_L1_12_3
7qez,SEQ_L1_12_3
8bg8,SEQ_L1_12_3
7ps5,SEQ_L1_12_3
7uc8,SEQ_L1_12_3
7unb,SEQ_L1_12_3
8sm1,SEQ_L1_12_3
4dn4,SEQ_L1_12_3
7kfh,SEQ_L1_12_3
7ykj,SEQ_L1_12_3
8w0v,SEQ_L1_12_3
8sis,SEQ_L1_12_3
7nx7,SEQ_L1_12_3
7m6d,SEQ_L1_12_3
7kde,SEQ_L1_13_1
7u0x,SEQ_L1_13_1
7m7b,SEQ_L1_13_1
7mzk,SEQ_L1_13_1
6xqw,SEQ_L1_13_1
8udz,SEQ_L1_13_1
7xsb,SEQ_L1_13_1
7yds,SEQ_L1_13_1
2xqb,SEQ_L1_13_1
8dy1,SEQ_L1_13_1
2vxs,SEQ_L1_13_1
7jva,SEQ_L1_13_1
7ycn,SEQ_L1_13_1
7yck,SEQ_L1_13_1
7vzt,SEQ_L1_13_1
8zhe,SEQ_L1_13_1
8zho,SEQ_L1_13_1
8oxv,SEQ_L1_13_1
6ii4,SEQ_L1_13_1
5utz,SEQ_L1_13_1
7ttx,SEQ_L1_13_1
7jx3,SEQ_L1_13_1
6ii8,SEQ_L1_13_1
7wog,SEQ_L1_13_1
7wo4,SEQ_L1_13_1
8vuj,SEQ_L1_13_1
8eoo,SEQ_L1_13_1
6b0n,SEQ_L1_13_1
8uzp,SEQ_L1_13_1
8zby,SEQ_L1_13_1
7yve,SEQ_L1_13_1
3wsq,SEQ_L1_13_1
6was,SEQ_L1_13_1
8yro,SEQ_L1_13_2
4yfl,SEQ_L1_13_2
5cus,SEQ_L1_13_2
7u9e,SEQ_L1_13_2
7ps4,SEQ_L1_13_2
8zgu,SEQ_L1_13_2
6e63,SEQ_L1_13_2
7xmz,SEQ_L1_13_2
4yjz,SEQ_L1_13_2
7t9n,SEQ_L1_13_2
7e5y,SEQ_L1_13_2
6umx,SEQ_L1_13_2
8k3c,SEQ_L1_13_2
8tea,SEQ_L1_13_2
8ykt,SEQ_L1_13_2
7mzh,SEQ_L1_13_2
6oao,SEQ_L1_13_2
7v2a,SEQ_L1_13_2
9bj2,SEQ_L1_13_2
7bel,SEQ_L1_13_2
7tat,SEQ_L1_13_2
6u0n,SEQ_L1_13_2
8rz1,SEQ_L1_13_2
4y5x,SEQ_L1_13_2
4v1d,SEQ_L1_13_2
7e3o,SEQ_L1_13_2
7uar,SEQ_L1_13_2
8jmm,SEQ_L1_13_2
5mes,SEQ_L1_13_2
8ez8,SEQ_L1_13_2
7wrj,SEQ_L1_13_2
4hj0,SEQ_L1_13_2
8gto,SEQ_L1_13_2
6pzy,SEQ_L1_13_2
3nps,SEQ_L1_13_3
3ux9,SEQ_L1_13_3
7kn4,SEQ_L1_13_3
7d85,SEQ_L1_13_3
6pdx,SEQ_L1_13_3
7xw7,SEQ_L1_13_3
7m6e,SEQ_L1_13_3
7bpk,SEQ_L1_13_3
5jz7,SEQ_L1_13_3
6pze,SEQ_L1_13_3
7cm4,SEQ_L1_13_3
7sj0,SEQ_L1_13_3
7cws,SEQ_L1_13_3
8bsf,SEQ_L1_13_3
5yy5,SEQ_L1_13_3
7kdd,SEQ_L1_13_3
4ot1,SEQ_L1_13_3
7x95,SEQ_L1_13_3
7t17,SEQ_L1_13_3
8y3h,SEQ_L1_13_3
2j6e,SEQ_L1_13_3
7mdp,SEQ_L1_13_3
7u9g,SEQ_L1_13_3
8i5l,SEQ_L1_13_3
7sts,SEQ_L1_13_3
8ezk,SEQ_L1_13_3
8dfi,SEQ_L1_13_3
8dfh,SEQ_L1_13_3
8vym,SEQ_L1_13_3
7dm2,SEQ_L1_13_3
4fqj,SEQ_L1_13_3
6ii9,SEQ_L1_14_1
7laa,SEQ_L1_14_1
5occ,SEQ_L1_14_1
5ush,SEQ_L1_14_1
7dx4,SEQ_L1_14_1
5anm,SEQ_L1_14_1
7m6h,SEQ_L1_14_1
7cho,SEQ_L1_14_1
7wp0,SEQ_L1_14_1
7tjq,SEQ_L1_14_1
8csj,SEQ_L1_14_1
7yh6,SEQ_L1_14_1
8f6x,SEQ_L1_14_1
8zho,SEQ_L1_14_1
8siq,SEQ_L1_14_1
8ahn,SEQ_L1_14_1
7m6f,SEQ_L1_14_1
3whe,SEQ_L1_14_1
6m3b,SEQ_L1_14_1
5otj,SEQ_L1_14_1
8hrd,SEQ_L1_14_1
8dzw,SEQ_L1_14_1
8y4c,SEQ_L1_14_1
8gdr,SEQ_L1_14_1
7wqv,SEQ_L1_14_1
4tsa,SEQ_L1_14_1
4ttd,SEQ_L1_14_1
4tsb,SEQ_L1_14_1
8rpb,SEQ_L1_14_2
8sas,SEQ_L1_14_2
8sau,SEQ_L1_14_2
8vgv,SEQ_L1_14_2
8sb5,SEQ_L1_14_2
6xkq,SEQ_L1_14_2
8gav,SEQ_L1_14_2
5w08,SEQ_L1_14_2
8dwy,SEQ_L1_14_2
3t2n,SEQ_L1_14_2
7lfa,SEQ_L1_14_2
4ut6,SEQ_L1_14_2
7ps0,SEQ_L1_14_2
8vkx,SEQ_L1_14_2
8cxi,SEQ_L1_14_2
8vpf,SEQ_L1_14_2
8dg9,SEQ_L1_14_2
7uvo,SEQ_L1_14_2
8qpr,SEQ_L1_14_2
8sb4,SEQ_L1_14_2
8bg3,SEQ_L1_14_3
7fcp,SEQ_L1_14_3
7l5b,SEQ_L1_14_3
8y3i,SEQ_L1_14_3
8hes,SEQ_L1_14_3
6wm9,SEQ_L1_14_3
6wno,SEQ_L1_14_3
7xsa,SEQ_L1_14_3
5w4l,SEQ_L1_14_3
5t3z,SEQ_L1_14_3
4dqo,SEQ_L1_14_3
4uu9,SEQ_L1_14_3
7x08,SEQ_L1_14_3
7wee,SEQ_L1_14_3
8cz8,SEQ_L1_14_3
7wos,SEQ_L1_14_3
8dv6,SEQ_L1_14_3
3u4e,SEQ_L1_14_3
7wi0,SEQ_L1_14_3
8z6r,SEQ_L1_14_3
7swp,SEQ_L1_14_3
8say,SEQ_L1_14_3
7ps6,SEQ_L1_14_3
7k8x,SEQ_L1_14_3
7e7y,SEQ_L1_14_3
7z0x,SEQ_L1_14_3
7jmp,SEQ_L1_14_3
7ul0,SEQ_L1_14_3
8cin,SEQ_L1_14_3
8r1c,SEQ_L1_14_3
9aug,SEQ_L1_14_3
9auh,SEQ_L1_14_3
7jv4,SEQ_L1_14_3
6wh9,SEQ_L1_14_3
7tcc,SEQ_L1_14_3
7ox1,SEQ_L1_14_3
6vca,SEQ_L1_14_3
7r8n,SEQ_L1_14_3
7l2d,SEQ_L1_14_3
7wph,SEQ_L1_14_3
7czw,SEQ_L1_14_3
6xey,SEQ_L1_14_3
3wlw,SEQ_L1_14_3
6txz,SEQ_L1_14_3
5grj,SEQ_L1_14_3
7l2c,SEQ_L1_14_3
7lcn,SEQ_L1_14_3
6ktr,SEQ_L1_14_3
6xkp,SEQ_L1_14_3
7czp,SEQ_L1_14_3
7l56,SEQ_L1_14_3
8dce,SEQ_L1_14_3
7nd7,SEQ_L1_14_3
6pzw,SEQ_L1_14_3
8dcc,SEQ_L1_14_3
7sue,SEQ_L1_14_3
7ugq,SEQ_L1_14_3
7x8w,SEQ_L1_14_3
8j1q,SEQ_L1_14_3
8e1p,SEQ_L1_14_3
7yvi,SEQ_L1_14_3
8gpy,SEQ_L1_14_3
8jg5,SEQ_L1_14_3
8qrf,SEQ_L1_14_3
8suo,SEQ_L1_14_3
8z4e,SEQ_L1_14_3
9clp,SEQ_L1_14_3
8tp7,SEQ_L1_14_3
4y5v,SEQ_L1_14_3
6wty,SEQ_L1_14_3
6dc3,SEQ_L1_14_3
7mf1,SEQ_L1_14_3
4rfo,SEQ_L1_14_3
6xcn,SEQ_L1_14_3
7k8w,SEQ_L1_14_3
8z6u,SEQ_L1_14_3
6lxj,SEQ_L1_14_3
8wfh,SEQ_L1_14_3
4y5y,SEQ_L1_14_3
7lss,SEQ_L1_14_3
8s6m,SEQ_L1_14_3
9au2,SEQ_L1_14_3
7yvk,SEQ_L1_14_3
7mmo,SEQ_L1_14_3
7ycy,SEQ_L1_14_3
8erq,SEQ_L1_14_3
7e7x,SEQ_L1_14_3
8el2,SEQ_L1_14_3
5nh3,SEQ_L1_14_3
8sb3,SEQ_L1_14_3
8sb1,SEQ_L1_14_3
8saz,SEQ_L1_14_3
8sb0,SEQ_L1_14_3
6um7,SEQ_L1_14_3
7m42,SEQ_L1_14_3
5cbe,SEQ_L1_14_3
5cba,SEQ_L1_14_3
7dm1,SEQ_L1_14_3
8qq0,SEQ_L1_14_3
8sb2,SEQ_L1_14_3
6iut,SEQ_L1_14_3
4z5r,SEQ_L1_15_1
1i9r,SEQ_L1_15_1
7mw6,SEQ_L1_15_1
7bsc,SEQ_L1_15_1
6phc,SEQ_L1_15_1
7shz,SEQ_L1_15_1
5ggs,SEQ_L1_15_1
8ghp,SEQ_L1_15_1
6al5,SEQ_L1_15_1
6eyo,SEQ_L1_15_2
7shu,SEQ_L1_15_2
7shy,SEQ_L1_15_2
7si0,SEQ_L1_15_2
8il3,SEQ_L1_15_3
6m3c,SEQ_L1_15_3
8v52,SEQ_L1_15_3
8hlb,SEQ_L1_15_3
9gwt,SEQ_L1_15_3
4i77,SEQ_L1_15_3
6ywc,SEQ_L1_15_3
6wmw,SEQ_L1_15_3
1h0d,SEQ_L1_15_3
7mw3,SEQ_L1_15_3
7e5s,SEQ_L1_15_3
5tzt,SEQ_L1_16_1
7wkx,SEQ_L1_16_1
6o9i,SEQ_L1_16_1
8yx9,SEQ_L1_16_1
8toa,SEQ_L1_16_1
7amr,SEQ_L1_16_1
7amq,SEQ_L1_16_1
7kra,SEQ_L1_16_1
4uv7,SEQ_L1_16_1
8xs3,SEQ_L1_16_1
7so5,SEQ_L1_16_1
5iwl,SEQ_L1_16_1
8eb2,SEQ_L1_16_1
9dq5,SEQ_L1_16_1
8rgz,SEQ_L1_16_1
8szy,SEQ_L1_16_1
8eoo,SEQ_L1_16_1
9aru,SEQ_L1_16_1
6b0e,SEQ_L1_16_1
5k9o,SEQ_L1_16_1
7lue,SEQ_L1_16_1
8u4q,SEQ_L1_16_1
6wo5,SEQ_L1_16_1
8ved,SEQ_L1_16_2
5vgj,SEQ_L1_16_2
9b2w,SEQ_L1_16_2
7n0a,SEQ_L1_16_2
8tnl,SEQ_L1_16_2
8bg1,SEQ_L1_16_2
7rxp,SEQ_L1_16_2
6wgl,SEQ_L1_16_2
7pnm,SEQ_L1_16_2
7e8c,SEQ_L1_16_2
6iuv,SEQ_L1_16_2
7t4r,SEQ_L1_16_2
5a3i,SEQ_L1_16_2
7wsc,SEQ_L1_16_2
6c6z,SEQ_L1_16_2
6oej,SEQ_L1_16_2
6mlk,SEQ_L1_16_2
7jie,SEQ_L1_16_2
7deo,SEQ_L1_16_2
7chh,SEQ_L1_16_2
7e9o,SEQ_L1_16_2
8tjn,SEQ_L1_16_2
8zr4,SEQ_L1_16_2
8us0,SEQ_L1_16_2
6wmw,SEQ_L1_16_3
4dtg,SEQ_L1_16_3
8pwv,SEQ_L1_16_3
7ukm,SEQ_L1_16_3
6i07,SEQ_L1_16_3
4hcr,SEQ_L1_16_3
5d1x,SEQ_L1_16_3
8swh,SEQ_L1_16_3
8dm3,SEQ_L1_16_3
7luc,SEQ_L1_16_3
6b0g,SEQ_L1_16_3
6cde,SEQ_L1_16_3
6cdi,SEQ_L1_16_3
6bf4,SEQ_L1_17_1
8ekd,SEQ_L1_17_1
8d48,SEQ_L1_17_1
7eng,SEQ_L1_17_1
7prz,SEQ_L1_17_1
8gf2,SEQ_L1_17_1
8cwj,SEQ_L1_17_1
6rlo,SEQ_L1_17_1
7mzk,SEQ_L1_17_1
7zxk,SEQ_L1_17_1
7f9w,SEQ_L1_17_1
7kn3,SEQ_L1_17_1
7oly,SEQ_L1_17_1
5if0,SEQ_L1_17_1
7k9z,SEQ_L1_17_1
7czy,SEQ_L1_17_1
7d0d,SEQ_L1_17_1
7ps2,SEQ_L1_17_1
7czx,SEQ_L1_17_1
7df1,SEQ_L1_17_1
7uvs,SEQ_L1_17_1
7ubs,SEQ_L1_17_1
8dnn,SEQ_L1_17_1
8b7h,SEQ_L1_17_1
8suo,SEQ_L1_17_1
8s6z,SEQ_L1_17_1
8rmx,SEQ_L1_17_1
8ume,SEQ_L1_17_1
5kw9,SEQ_L1_17_2
4ye4,SEQ_L1_17_2
6pe8,SEQ_L1_17_3
6pe9,SEQ_L1_17_3
6o9h,SEQ_L1_17_3
6xq4,SEQ_L1_17_3
6ye3,SEQ_L1_17_3
7fjo,SEQ_L1_17_3
6xpx,SEQ_L1_17_3
6att,SEQ_L1_17_3
5wk3,SEQ_L1_17_3
6xkr,SEQ_L1_17_3
