pdb	CDR	Cluster_Label
8xse	SEQ_L3	3
7y3n	SEQ_L3	3
4nnp	SEQ_L3	3
8e6j	SEQ_L3	3
5f72	SEQ_L3	3
8sm1	SEQ_L3	3
7e72	SEQ_L3	3
7s8h	SEQ_L3	3
7wsl	SEQ_L3	3
7cgw	SEQ_L3	3
4d9r	SEQ_L3	3
5anm	SEQ_L3	3
7unb	SEQ_L3	3
7zr9	SEQ_L3	3
8bk2	SEQ_L3	3
8j1t	SEQ_L3	3
8xbf	SEQ_L3	3
5o14	SEQ_L3	3
7ahv	SEQ_L3	3
8dyw	SEQ_L3	3
8ol9	SEQ_L3	3
4rx4	SEQ_L3	3
4rwy	SEQ_L3	3
8vww	SEQ_L3	3
7zrc	SEQ_L3	3
2xra	SEQ_L3	3
6nms	SEQ_L3	3
7qf0	SEQ_L3	3
7y0w	SEQ_L3	3
8wyj	SEQ_L3	3
6x4t	SEQ_L3	3
7zoz	SEQ_L3	3
6xzw	SEQ_L3	3
5eii	SEQ_L3	3
8sdg	SEQ_L3	3
8bg2	SEQ_L3	3
7yv1	SEQ_L3	3
7t9n	SEQ_L3	3
7sc1	SEQ_L3	3
8u1p	SEQ_L3	3
8keo	SEQ_L3	3
8g4p	SEQ_L3	3
8il3	SEQ_L3	3
7shz	SEQ_L3	3
7shu	SEQ_L3	3
7shy	SEQ_L3	3
7si0	SEQ_L3	3
8db4	SEQ_L3	3
7nx7	SEQ_L3	3
8gpx	SEQ_L3	3
8wpw	SEQ_L3	3
2qad	SEQ_L3	3
9l6c	SEQ_L3	3
7coe	SEQ_L3	3
7t25	SEQ_L3	3
9bj3	SEQ_L3	3
8v9d	SEQ_L3	3
8hgl	SEQ_L3	3
7ps1	SEQ_L3	3
7n62	SEQ_L3	3
7or9	SEQ_L3	3
7kfv	SEQ_L3	3
7niw	SEQ_L3	3
7l2f	SEQ_L3	3
7sd3	SEQ_L3	3
6bkd	SEQ_L3	3
8vui	SEQ_L3	3
8r8k	SEQ_L3	3
7wi0	SEQ_L3	3
7tpg	SEQ_L3	3
8tbb	SEQ_L3	3
8a44	SEQ_L3	3
8v5s	SEQ_L3	3
4yk4	SEQ_L3	3
8cbd	SEQ_L3	3
8thz	SEQ_L3	3
8smk	SEQ_L3	3
8xsf	SEQ_L3	3
7cj2	SEQ_L3	3
6u02	SEQ_L3	3
7np1	SEQ_L3	3
8znz	SEQ_L3	3
8jel	SEQ_L3	3
8bbn	SEQ_L3	3
8suo	SEQ_L3	3
8ekd	SEQ_L3	3
6rps	SEQ_L3	3
7czx	SEQ_L3	3
7czy	SEQ_L3	3
6bf4	SEQ_L3	3
6m58	SEQ_L3	3
6o3a	SEQ_L3	3
8dwa	SEQ_L3	3
7bej	SEQ_L3	3
8hws	SEQ_L3	3
7v3l	SEQ_L3	3
9dng	SEQ_L3	3
6usf	SEQ_L3	3
8rmx	SEQ_L3	3
7jmo	SEQ_L3	3
5if0	SEQ_L3	3
7xj6	SEQ_L3	3
8u1q	SEQ_L3	3
7ul1	SEQ_L3	3
8bbo	SEQ_L3	3
3skj	SEQ_L3	3
8uky	SEQ_L3	3
7l7r	SEQ_L3	3
8yww	SEQ_L3	3
6b0h	SEQ_L3	3
7kqb	SEQ_L3	3
7vmu	SEQ_L3	3
8a95	SEQ_L3	3
7l7r	SEQ_L3	3
8fgx	SEQ_L3	3
4mwf	SEQ_L3	3
2ybr	SEQ_L3	3
6jjp	SEQ_L3	3
3sqo	SEQ_L3	3
8v5q	SEQ_L3	3
7ce2	SEQ_L3	3
7pnq	SEQ_L3	3
4zso	SEQ_L3	3
7wb5	SEQ_L3	3
7po5	SEQ_L3	3
7usl	SEQ_L3	3
7e7e	SEQ_L3	3
7djz	SEQ_L3	3
8veb	SEQ_L3	3
8vef	SEQ_L3	3
8eji	SEQ_L3	3
3kr3	SEQ_L3	3
7qf1	SEQ_L3	3
2eks	SEQ_L3	3
8tma	SEQ_L3	3
6uta	SEQ_L3	3
7k8z	SEQ_L3	3
8u1s	SEQ_L3	3
8dyy	SEQ_L3	3
5ibl	SEQ_L3	3
6t3j	SEQ_L3	3
7tcc	SEQ_L3	3
8k5g	SEQ_L3	3
7x7o	SEQ_L3	3
8gsb	SEQ_L3	3
7e3k	SEQ_L3	3
9bjh	SEQ_L3	3
7y0c	SEQ_L3	3
8qzr	SEQ_L3	3
8jmm	SEQ_L3	3
8dad	SEQ_L3	3
8tui	SEQ_L3	3
4oqt	SEQ_L3	3
7qez	SEQ_L3	3
7su0	SEQ_L3	3
7beo	SEQ_L3	3
6o2b	SEQ_L3	3
7mxl	SEQ_L3	3
7qti	SEQ_L3	3
7str	SEQ_L3	3
7x25	SEQ_L3	3
7s5r	SEQ_L3	3
7s5q	SEQ_L3	3
8d7e	SEQ_L3	3
8bg8	SEQ_L3	3
5xj3	SEQ_L3	3
8w0v	SEQ_L3	3
7wur	SEQ_L3	3
8dlw	SEQ_L3	3
7xdl	SEQ_L3	3
7rr0	SEQ_L3	3
9e6k	SEQ_L3	3
8v5l	SEQ_L3	3
8kdr	SEQ_L3	3
7qnw	SEQ_L3	3
7y6l	SEQ_L3	3
6pzz	SEQ_L3	3
8tnj	SEQ_L3	3
6v4n	SEQ_L3	3
5xku	SEQ_L3	3
1dee	SEQ_L3	3
7lrt	SEQ_L3	3
7ezv	SEQ_L3	3
4np4	SEQ_L3	3
8qrf	SEQ_L3	3
7lab	SEQ_L3	3
4mxw	SEQ_L3	3
8f0i	SEQ_L3	3
8tr3	SEQ_L3	3
8dww	SEQ_L3	3
8sow	SEQ_L3	3
6bft	SEQ_L3	3
8ruu	SEQ_L3	3
7kzb	SEQ_L3	3
6ukj	SEQ_L3	3
7sjn	SEQ_L3	3
6uqr	SEQ_L3	3
6yxd	SEQ_L3	3
7jr7	SEQ_L3	3
8tqk	SEQ_L3	3
5vig	SEQ_L3	3
8dz3	SEQ_L3	3
7wn8	SEQ_L3	3
7d0c	SEQ_L3	3
7k8m	SEQ_L3	3
7chc	SEQ_L3	3
7m6g	SEQ_L3	3
4ypg	SEQ_L3	3
8c0y	SEQ_L3	3
8gf2	SEQ_L3	3
7lcv	SEQ_L3	3
7s1b	SEQ_L3	3
6cmg	SEQ_L3	3
7zbu	SEQ_L3	3
6wo4	SEQ_L3	3
5gmq	SEQ_L3	3
7ket	SEQ_L3	3
8bec	SEQ_L3	3
7kql	SEQ_L3	3
7s4s	SEQ_L3	3
4idj	SEQ_L3	3
5xmh	SEQ_L3	3
7orb	SEQ_L3	3
9fgs	SEQ_L3	3
9fgt	SEQ_L3	3
6b9j	SEQ_L3	3
6o25	SEQ_L3	3
8dzh	SEQ_L3	3
7woa	SEQ_L3	3
3w9e	SEQ_L3	3
6uyg	SEQ_L3	3
9l6c	SEQ_L3	3
5o1r	SEQ_L3	3
7n5h	SEQ_L3	3
6xe1	SEQ_L3	3
7ps2	SEQ_L3	3
7mtb	SEQ_L3	3
6mvl	SEQ_L3	3
6uye	SEQ_L3	3
6att	SEQ_L3	3
4ydk	SEQ_L3	3
6xq0	SEQ_L3	3
7s7i	SEQ_L3	3
7ps5	SEQ_L3	3
5w1k	SEQ_L3	3
8sis	SEQ_L3	3
7m6i	SEQ_L3	3
8ez7	SEQ_L3	3
5esv	SEQ_L3	3
7m6d	SEQ_L3	3
8ywq	SEQ_L3	3
7q9f	SEQ_L3	3
7vyt	SEQ_L3	3
7r8l	SEQ_L3	3
7n3i	SEQ_L3	3
8tzy	SEQ_L3	3
6mto	SEQ_L3	3
8vqd	SEQ_L3	3
9avo	SEQ_L3	3
5uek	SEQ_L3	3
9dq3	SEQ_L3	3
5xj4	SEQ_L3	3
8xea	SEQ_L3	3
8dw9	SEQ_L3	3
8uwz	SEQ_L3	3
5n7w	SEQ_L3	3
7r6x	SEQ_L3	3
8soz	SEQ_L3	3
6r0x	SEQ_L3	3
3mxw	SEQ_L3	3
7xdl	SEQ_L3	3
7nd5	SEQ_L3	3
7kfx	SEQ_L3	3
7kfw	SEQ_L3	3
7kfy	SEQ_L3	3
8bg4	SEQ_L3	3
2qqn	SEQ_L3	3
5w4l	SEQ_L3	3
8tp9	SEQ_L3	3
7ykj	SEQ_L3	3
7qti	SEQ_L3	3
5bk1	SEQ_L3	3
4wv1	SEQ_L3	3
8ee1	SEQ_L3	3
6o41	SEQ_L3	3
7si2	SEQ_L3	3
7mzm	SEQ_L3	3
6wir	SEQ_L3	3
7kfh	SEQ_L3	3
8sj4	SEQ_L3	3
3ulu	SEQ_L3	3
8xs3	SEQ_L3	3
8ghk	SEQ_L3	3
7tzh	SEQ_L3	3
4hwb	SEQ_L3	3
4j6r	SEQ_L3	3
8qh0	SEQ_L3	3
6e4x	SEQ_L3	3
9cci	SEQ_L3	3
8k18	SEQ_L3	3
4g80	SEQ_L3	3
6oej	SEQ_L3	3
5te6	SEQ_L3	3
7pgb	SEQ_L3	3
6ww5	SEQ_L3	3
6o39	SEQ_L3	3
